Conversation	Speaker	Transcript
Spoken_4	User	"Yeah, can I have Caesar salad?"
Spoken_4	Clerk	"OK, one Cassar salad. And any drinks?"
Spoken_4	User	"Yeah, can I have mineral water?"
Spoken_4	Clerk	"One mineral water. OK, let me double-check your order. And you ordered one… one pepperoni with extra mushrooms topping, thin crust, and large size. One Caesar salad, and one mineral water."
Spoken_4	User	"Yeah, that’s right."
Spoken_4	Clerk	"OK, and the total is 32.5 dollars, and plus a 3 dollars delivery fee, so that’s 35.5 in total. Is that okay?"
Spoken_4	User	"Yeah, sounds good to me."
Spoken_4	Clerk	So do you like to pay in cash or credit card?
Spoken_4	User	I’m gonna go with credit card.
Spoken_4	Clerk	"OK, so may I have your credit card information?"
Spoken_4	User	"Yeah, so my card type is MyCard, and my credit card number is 12345, and the expiration date is end of the year."
Spoken_4	Clerk	OK. Then the delivery time will be about 30 minutes. Is that okay?
Spoken_4	User	"Yeah, sounds good to me."
Spoken_4	Clerk	"OK, thank you for… thank you for your order today. Have a nice day. Bye."
Spoken_4	User	Yeah. Bye.
Spoken_5	Clerk	"Hello, it’s UW pizza."
Spoken_5	User	"Yeah. Hi, hello. I’d like… I’d like to order pizza."
Spoken_5	Clerk	OK. Do you want your pizza delivered to you or pick-up?
Spoken_5	User	I’ll like to… I’ll like to go for delivery.
Spoken_5	Clerk	"OK. So may I have your name, please?"
Spoken_5	User	Yes. My name is Andy.
Spoken_5	Clerk	And may I have your address?
Spoken_5	User	"Yeah. My address is 3925 Adams Lane Northeast, Seattle."
Spoken_5	Clerk	"OK. Your address is 3925 Adams Lane Northeast, Seattle."
Spoken_5	User	Yes.
Spoken_5	Clerk	Is that correct? OK.
Spoken_5	User	Yeah.
Spoken_5	Clerk	May I have your phone number?
Spoken_5	User	Yeah. So it’s 255-321-7921.
Spoken_5	Clerk	255-321-7921. OK. And what’d you like to order?
Spoken_5	User	"Yeah. What kinds of pizza do you guys have? Sorry, I don’t have menu."
Spoken_5	Clerk	"Oh. We have Hawaiian, meat lovers, 4 cheese, pepperoni, veg… veggie supreme, and vegan."
Spoken_5	User	"Um… yeah. I think meat lovers is… yeah, is... Does… Does meat lovers have lots of meat?"
Spoken_5	Clerk	"Yeah. It comes… It has mozzarella cheese, pepperoni, ham, bacon, and sausage."
Spoken_5	User	"OK, sounds good. I’m gonna go for that one."
Spoken_5	Clerk	OK. 
Spoken_5	User	Yeah.
Spoken_5	Clerk	"One meat lover, okay."
Spoken_5	User	"One meat lovers, yeah."
Spoken_5	Clerk	Do you need any extra topping for your meat lovers?
Spoken_5	User	Yeah. Can I have extra mozzarella cheese and cheddar cheese?
Spoken_5	Clerk	Oh. Extra mozzarella cheese and cheddar cheese? OK.
Spoken_5	User	"Yeah, yes."
Spoken_5	Clerk	And how would you like your pizza crust?
Spoken_5	User	Uh… can I have a… Do you guys have a gluten-free crust?
Spoken_5	Clerk	"Yeah, we have."
Spoken_5	User	"Oh yeah, yeah. I, yeah, I’ll like to have a gluten-free crust."
Spoken_5	Clerk	"OK, gluten-free pizza crust. And how would you like your pizza size?"
Spoken_5	User	Um… just medium.
Spoken_5	Clerk	"Okay, medium size. And would you like any side dishes?"
Spoken_5	User	Uh… Do you guys have… breadsticks?
Spoken_5	Clerk	One breadsticks. Okay.
Spoken_5	User	So you guys have breadsticks. Okay.
Spoken_5	Clerk	Yeah.
Spoken_5	User	Okay.
Spoken_5	Clerk	Okay. And do you need any drinks?
Spoken_5	User	Yeah. Can I have… What kind of drinks do you guys have?
Spoken_5	Clerk	"We have cola, root beer, orange soda, lemon soda, mineral water, and ginger ale."
Spoken_5	User	"Ok, can I have one lemon soda?"
Spoken_5	Clerk	One lemon soda. Okay. And may I check with your order again?
Spoken_5	User	"Yeah, sure."
Spoken_5	Clerk	One meat lovers with extra mozzarella cheese and cheddar cheese.
Spoken_5	User	Uh-huh.
Spoken_5	Clerk	And gluten-free… gluten-free pizza crust.
Spoken_5	User	Uh-huh.
Spoken_5	Clerk	Medium size. And one breadsticks and one lemon soda. Is that correct?
Spoken_5	User	"Oh, yeah. But can I also have one extra topping?"
Spoken_5	Clerk	"Oh, sure."
Spoken_5	User	I wanna add the red onions to my meat lovers.
Spoken_5	Clerk	"So you now have mozzarella, and cheddar cheese and red onions topping."
Spoken_5	User	Yeah.
Spoken_5	Clerk	Correct?
Spoken_5	User	Yeah.
Spoken_5	Clerk	"OK. And… how would you like to pay, in cash or credit card?"
Spoken_5	User	Credit card.
Spoken_5	Clerk	"OK, credit card. And may I have your credit card information?"
Spoken_5	User	"Yeah, so my credit card information is... MyCard type, number is 12345. And the..."
Spoken_5	Clerk	OK.
Spoken_5	User	...expiration year is end of the year. 
Spoken_5	Clerk	OK. And your total price is… the price of your order is 33.5 dollars and plus a 3 dollars delivery fee. That’s... total is 36.5 dollars.
Spoken_5	User	OK. That’s fine. How long is the...
Spoken_5	Clerk	OK. Your delivery will be about... 40 minutes. Is that okay?
Spoken_5	User	OK. That’s okay.
Spoken_5	Clerk	So thank you for your order. Have a nice day.
Spoken_5	User	"Yeah, you too. Thanks."
Spoken_5	Clerk	Bye.
Spoken_5	User	Bye.
Spoken_6	Clerk	"Hello, this is UW pizza."
Spoken_6	User	"Yeah, hi. I’ll love… I’ll love to order a pizza today."
Spoken_6	Clerk	Ok. You want delivery or pick-up?
Spoken_6	User	Um… I think I’m just gonna pick up today.
Spoken_6	Clerk	"Pick-up. So… may I have your name, please?"
Spoken_6	User	Yeah. My name… my name is Andy.
Spoken_6	Clerk	Ok. And may I have your address?
Spoken_6	User	I think you don’t need my address if I do the…
Spoken_6	Clerk	Oh!
Spoken_6	User	...pick-up.
Spoken_6	Clerk	Oh yeah! You said you wanna pick-up! Okay. May I have your phone number?
Spoken_6	User	Yeah. My phone number is 255-321-7921.
Spoken_6	Clerk	Okay. And… thank you. What would you like to order?
Spoken_6	User	"Yeah. So for today, I’d like to have two pepperoni, and one vegan."
Spoken_6	Clerk	"Two pepperoni and one vegan. Okay, and do you need any extra toppings for your pizzas?"
Spoken_6	User	Yeah. So can I have extra mozzarella cheese for both of my pepperonis?
Spoken_6	Clerk	Okay.
Spoken_6	User	And bacon for my vegan pizza.
Spoken_6	Clerk	Okay. And how would you like your pizza crust?
Spoken_6	User	"Thin crust for two pepperonis, and deep dish for vegan."
Spoken_6	Clerk	Okay. And how would you like your pizza size?
Spoken_6	User	"Size? Um… large for two pepperonis, and medium for vegan."
Spoken_6	Clerk	Okay. And do you need any side dishes? Or drinks?
Spoken_6	User	Yeah. Um… can I have a green salad?
Spoken_6	Clerk	One green salad. Okay.
Spoken_6	User	Excuse me. How much is the green salad?
Spoken_6	Clerk	"Oh, the green salad is ten dollars."
Spoken_6	User	"OK, OK. That’s OK."
Spoken_6	Clerk	OK. And do you need any drinks?
Spoken_6	User	Yeah. Can I have two root beer and one ginger ale?
Spoken_6	Clerk	Two root beer and one ginger ale. OK. So that’s… the total is 68.5 dollars. Is that okay?
Spoken_6	User	Why is that so expensive?
Spoken_6	Clerk	...why is that so expensive… um...
Spoken_6	User	Can you double-check my order today?
Spoken_6	Clerk	"OK, OK. And..."
Spoken_6	User	I don’t expect that much.
Spoken_6	Clerk	OK. Your order is… two pepperoni… 
Spoken_6	User	Uh-huh.
Spoken_6	Clerk	"Two pepperoni with extra mozzarella and… mozzarella cheese, and thin pizza crust, and large size. "
Spoken_6	User	Uh-huh.
Spoken_6	Clerk	And one vegan pizza with extra bacon topping...
Spoken_6	User	Okay.
Spoken_6	Clerk	with deep dish crust and medium size.
Spoken_6	User	OK.
Spoken_6	Clerk	"OK. And you ordered… your side dish is green salad, and two root beer and one ginger ale. Is that correct?"
Spoken_6	User	"Oh. Excuse me, maybe I don’t want… I don’t want to have green salad today, and also..."
Spoken_6	Clerk	Oh.
Spoken_6	User	For drinks… only two root beer would be enough. Yeah.
Spoken_6	Clerk	So you don’t need… green salad and... ginger ale?
Spoken_6	User	"Yeah, exactly."
Spoken_6	Clerk	"Oh, so… okay. Only two root beers. No side dish."
Spoken_6	User	OK. yeah.
Spoken_6	Clerk	OK. So the total would be… 55 dollars.
Spoken_6	User	Okay.
Spoken_6	Clerk	So the... your order will be ready in about... 20 minutes.
Spoken_6	User	"Oh, 20 minutes. So if I..."
Spoken_6	Clerk	"You can come here… yeah, you should come here after 20 minutes."
Spoken_6	User	And how long is it gonna take if I go for delivery option?
Spoken_6	Clerk	"The delivery will… if you go delivery, I think… it will take about 40 minutes."
Spoken_6	User	"Oh, okay. Sounds okay to me. And can I go with the delivery option?"
Spoken_6	Clerk	"Oh, okay. Change for delivery. So may I have your address, sir?"
Spoken_6	User	"Yeah, sure. So my address is 3925 Adams Lane Northeast, Seattle."
Spoken_6	Clerk	Okay. Okay. So the delivery… three dollars of delivery fee will be charged. Is that okay?
Spoken_6	User	Yeah.
Spoken_6	Clerk	Okay. The total would be 58 dollars.
Spoken_6	User	OK.
Spoken_6	Clerk	OK. Thank you for your order. Have a nice day.
Spoken_6	User	Wait… do you need my card information?
Spoken_6	Clerk	I think you said you’d like to pick up.
Spoken_6	User	"Yeah, but I changed to delivery option. So..."
Spoken_6	Clerk	"Oh, okay."
Spoken_6	User	...you need my...
Spoken_6	Clerk	Do you… do you need to… Do you like to pay in cash or credit card?
Spoken_6	User	"Yeah, go for a credit card. yeah."
Spoken_6	Clerk	"Oh, okay. You’d like to pay in credit card. So may I have your credit card number?"
Spoken_6	User	"Yeah, sure. So my card type is MyCard. And... "
Spoken_6	Clerk	OK.
Spoken_6	User	Credit card number is 12345.
Spoken_6	Clerk	OK.
Spoken_6	User	And the expiration… expiration date is end of the year.
Spoken_6	Clerk	OK. OK. Thank you for your... Thank you for your order.
Spoken_6	User	"OK, thank you."
Spoken_6	Clerk	Thank you. Have a nice day.
Spoken_6	User	You too.
Spoken_6	Clerk	Bye.
Spoken_6	User	Bye.
Text_1	Clerk	"Hello, it's UW pizza!"
Text_1	User	I would like to order 1 veggie supreme.
Text_1	Clerk	"ok, may I have your name first, please?"
Text_1	User	My name is John Doe.
Text_1	Clerk	"Ok John, do you need extra toppings on your veggie supreme?"
Text_1	User	"No, thanks."
Text_1	Clerk	"Ok, what kind of pizza crusts would you like to have?"
Text_1	User	What kind of pizza crusts do you have?
Text_1	Clerk	"We got thin, regular, deep dish, and gluten-free."
Text_1	User	"Then I would like to have a deep dish crust, please."
Text_1	Clerk	"Ok, what size of pizza would you like to have?"
Text_1	User	Large.
Text_1	Clerk	"Ok, would you like to have any sides?"
Text_1	User	"No, please."
Text_1	Clerk	do you need any drinks?
Text_1	User	"No, thanks."
Text_1	Clerk	That's alright! Would you like to pick up or deliver your order today?
Text_1	User	I'd go for pick-up.
Text_1	Clerk	"May I have your address and phone number, please?"
Text_1	User	Why do you need my address?
Text_1	Clerk	"Oh! My bad. May I have your phone number, please?"
Text_1	User	"Oh, that's OK. My phone number is 206-123-4567."
Text_1	Clerk	Got you! So your order for today is 16 dollars. What would you like to pay today?
Text_1	User	Could I decide that when I arrive?
Text_1	Clerk	"Yeah, that's totally fine! And you are all set! please come to pick up your order in 25 minutes."
Text_1	User	"Ok, I'll be there soon. Bye!"
Text_1	Clerk	"Ok, have a wonderful day."
Text_2	Clerk	"Hello, it's UW pizza!"
Text_2	User	"Hi, I’d like to order 1 Hawaiian pizza, 1 4 cheese pizza, and 1 vegan pizza."
Text_2	Clerk	"Ok, may I have your name, please?"
Text_2	User	I’m John.
Text_2	Clerk	"Ok John, would you like to have extra toppings on your pizzas?"
Text_2	User	"Yes, extra Provolone cheese for Hawaiian, please."
Text_2	Clerk	"Ok, any toppings for 4 cheese pizza and vegan pizza?"
Text_2	User	"No, thanks."
Text_2	Clerk	"Ok, what kind of pizza crusts would you like to have?"
Text_2	User	Deep dish for all.
Text_2	Clerk	And what size of pizzas would you like to have?
Text_2	User	All 3 are large.
Text_2	Clerk	"No problem, do you need any sides today?"
Text_2	User	"1 green salad, please."
Text_2	Clerk	"Ok, do you need any drinks?"
Text_2	User	1 lemon soda and 2 root beers.
Text_2	Clerk	Nice! Would you like to pick up or deliver your order today?
Text_2	User	How much would it cost for delivery?
Text_2	Clerk	That will charge 3 more dollars on the delivery.
Text_2	User	"OK, nice. Then delivery, please."
Text_2	Clerk	"Wonderful, may I have your address and phone number?"
Text_2	User	"My address is 1410 NE Campus Parkway, Seattle, my phone number is 206-123-4567."
Text_2	Clerk	"Ok, so your order for today is 73 dollars."
Text_2	User	Got it.
Text_2	Clerk	How would you like to pay today?
Text_2	User	In cash.
Text_2	Clerk	Ok! So the delivery is about 30 minutes. Is that ok?
Text_2	User	"Ok, sure!"
Text_2	Clerk	"Nice, have a nice day."
Text_3	Clerk	"Hello, it's UW pizza!"
Text_3	User	I’d like to order some pizza today.
Text_3	Clerk	"Ok, may I have your name, please?"
Text_3	User	John.
Text_3	Clerk	"Hi John, what would you like to order today?"
Text_3	User	"2 small thin crust Meat Lovers, please."
Text_3	Clerk	Any extra toppings?
Text_3	User	"No, that’s it."
Text_3	Clerk	Any sides for today?
Text_3	User	1 green salad.
Text_3	Clerk	Ok! Any drinks?
Text_3	User	Do you have milk?
Text_3	Clerk	"Sorry, we don’t have it. But we have Cola, root beer, orange soda, lemon soda, mineral water, and ginger ale. Do you need any of them?"
Text_3	User	Uh… I think I don’t need any then.
Text_3	Clerk	Ok. How would you like to get your order today? Pick-up or delivery?
Text_3	User	I’d pick it up by myself.
Text_3	Clerk	"Nice, may I have your phone number, please?"
Text_3	User	206-123-4567.
Text_3	Clerk	"Ok, and it will take 20 minutes to get your order ready. So please pick up your order in 20 minutes."
Text_3	User	"Well, I’ll be there in 30 minutes."
Text_3	Clerk	"Ok, that’s fine. "
Text_3	User	Great! Bye!
Text_3	Clerk	Bye!
Text_4	Clerk	"Hello, it's UW pizza! What can I help you with?"
Text_4	User	Are you busy right now? How long would it take to get my order?
Text_4	Clerk	"Well, it will usually take about 20 to 30  minutes to get your order ready."
Text_4	User	Cool.
Text_4	Clerk	"Ok, may I have your name, please?"
Text_4	User	John Doe.
Text_4	Clerk	"Hi John, what would you like to order today?"
Text_4	User	"1 pepperoni with extra red onions, please."
Text_4	Clerk	"Ok, what pizza crust would you like?"
Text_4	User	Regular crust.
Text_4	Clerk	Got it. And what pizza size would you like?
Text_4	User	Medium.
Text_4	Clerk	Would you like to have any sides?
Text_4	User	Cheese sticks. Do you provide any sauce?
Text_4	Clerk	"Yes, we have ketchup, marinara sauce, as well as plum sauce, jalapeño jelly, barbecue sauce, honey mustard sauce, and ranch dressing. You can pick one."
Text_4	User	"Give me some ketchup, please."
Text_4	Clerk	Ok. Would you like to have any drinks?
Text_4	User	"2 orange sodas, please."
Text_4	Clerk	"Ok, anything else?"
Text_4	User	That’s all. Can you give me two forks?
Text_4	Clerk	Ok. And how would you like to get your order today? Pick-up or delivery?
Text_4	User	I’ll pick up.
Text_4	Clerk	"May I have your phone number, please?"
Text_4	User	My phone number is 206-123-4567.
Text_4	Clerk	"Ok, and your total today is 24.5 dollars. And you are all set. Please come to pick up your order in about 30 minutes."
Text_4	User	"Ok, great! "
Text_4	Clerk	Have a wonderful day!
Text_4	User	Bye!
Text_4	Clerk	Bye.
Text_5	Clerk	"Hello, it's UW pizza! What can I help you with?"
Text_5	User	"1 vegan pizza and 1 ginger ale, please."
Text_5	Clerk	"Ok, what kind of pizza crust would you like?"
Text_5	User	I’m not sure. Which is the cheapest?
Text_5	Clerk	" Well, thin and regular are the cheapest."
Text_5	User	Then I’ll go with a regular crust.
Text_5	Clerk	"Ok,  what pizza size would you like?"
Text_5	User	Small size.
Text_5	Clerk	Would you like to have any sides?
Text_5	User	I’m sorry. What?
Text_5	Clerk	"Any side dishes? We have breadsticks, cheese sticks, green salad, and caesar salad. "
Text_5	User	Uhhh… no thanks.
Text_5	Clerk	That alright. And would you like to pick up your order or get it delivered?
Text_5	User	"Delivery, please."
Text_5	Clerk	"Ok, may I have your name, please?"
Text_5	User	John Doe.
Text_5	Clerk	"Ok John, may I have your address and phone number, please?"
Text_5	User	"My address is 1410 NE Campus Parkway, Seattle, and my phone number is 206-123-4567."
Text_5	Clerk	Got it. And your total for today is 13.5 dollars with 3 dollars delivery fee.
Text_5	User	"Ok, how long will it take?"
Text_5	Clerk	It would probably take about 40 minutes.
Text_5	User	Great.
Text_5	Clerk	And you are all set!
Text_5	User	Thank you!
Text_5	Clerk	You’re welcome. Have a nice day.
Text_5	User	Bye.
Text_6	Clerk	"Hello, it's UW pizza! What can I help you with?"
Text_6	User	"Hello, do you deliver to 1410 NE Campus Parkway?"
Text_6	Clerk	"Let me check… Yes, we do."
Text_6	User	"Ok, nice. I’d like one cola, one lemon soda and one ginger ale."
Text_6	Clerk	Ok. Would you like to have any pizzas?
Text_6	User	Ummm… I don’t feel like any pizza today.
Text_6	Clerk	That’s alright. Would you like to have any salads?
Text_6	User	"No thanks, I’m full enough."
Text_6	Clerk	Ok...So your total is 10.5 dollars with 3 dollars delivery fee.
Text_6	User	Ok.
Text_6	Clerk	"Nice, may I have your name and your phone number, please?"
Text_6	User	John. 206-123-4567.
Text_6	Clerk	Got it. And how would you like to pay today?
Text_6	User	Cash.
Text_6	Clerk	Ok. It will take 20 minutes to get your drinks delivered. Sounds good?
Text_6	User	Yeah.
Text_6	Clerk	Awesome. Have a wonderful day.
Text_6	User	Thank you.
Text_6	Clerk	You’re welcome. 
Text_6	User	Bye.
Text_6	Clerk	Bye.
Text_7	Clerk	"Hello, it's UW pizza! What can I help you with today?"
Text_7	User	"Hi, this is John Doe, and one gluten-free small Meat Lovers with extra sausages and bacon, please."
Text_7	Clerk	Anything else?
Text_7	User	Nope.
Text_7	Clerk	How would you like to get your food today?
Text_7	User	I’ll get there and pick it up.
Text_7	Clerk	"Ok John, may I have your phone number, please?"
Text_7	User	206-123-4567.
Text_7	Clerk	Nice. Your total today is 21 dollars. Please come to pick up your order in 30 minutes.
Text_7	User	Nice. Bye!
Text_7	Clerk	Bye:)
Text_8	Clerk	"Hello, it's UW pizza! What can I help you with today?"
Text_8	User	"May I have a veggie supreme without red onion, please?"
Text_8	Clerk	"Ok, may I have your name first, please?"
Text_8	User	This is John Doe.
Text_8	Clerk	"Ok, John, what pizza crust would you like on your veggie supreme?"
Text_8	User	"Thin crust, please."
Text_8	Clerk	"Ok, and what pizza size would you like?"
Text_8	User	Extra large.
Text_8	Clerk	"Sorry, we only have small, medium, and large."
Text_8	User	Oh. How large is your large size pizza?
Text_8	Clerk	The large size pizza is 14 inches.
Text_8	User	"Ok. Then large size, please."
Text_8	Clerk	Gotcha. Would you like to have any sides or drinks today?
Text_8	User	"No, thanks."
Text_8	Clerk	"Ok, and how would you like to get your order today? Pick-up or delivery?"
Text_8	User	I’ll pick it up.
Text_8	Clerk	"Ok, may I have your phone number, please? "
Text_8	User	206-123-4567.
Text_8	Clerk	"Alright, and you are all set. Your total is 14 dollars."
Text_8	User	What? I said I don’t want red onions. Didn’t that make it cheaper?
Text_8	Clerk	"Well, the standard price for a large veggie supreme pizza is 14 dollars. We will put more other ingredients on your pizza. Is that ok?"
Text_8	User	"Ok, ok. Fine."
Text_8	Clerk	"Ok, please come to pick up your order in 20 minutes."
Text_8	User	Got it. Bye!
Text_8	Clerk	"Ok, have a wonderful day."
Text_9	Clerk	"Hello, it's UW pizza! What can I help you with today?"
Text_9	User	"4 cheese pizza with extra parmesan cheese, please."
Text_9	Clerk	"Ok, may I have your name, please?"
Text_9	User	John.
Text_9	Clerk	"Hi John, we actually don’t have parmesan cheese. We only have mozzarella, cheddar, Swiss, and provolone cheese."
Text_9	User	"Oh, sorry. I meant extra provolone cheese."
Text_9	Clerk	"Ok, any extra toppings?"
Text_9	User	Nope.
