Conversation	Speaker	Transcript
Spoken_6	Clerk	ok and will <refexp id='kavouras.20'> that </refexp> be for <modality> delivery </modality> or <modality> pick up </modality>
Spoken_6	User	oh delivery is much too expensive um <refexp id='kavouras.20'> that </refexp> 'll be <modality> pickup </modality>
Spoken_6	Clerk	can i get a name for <modality> pick up </modality>
Spoken_6	User	uh Gerald
Spoken_6	Clerk	ok Gerald so we will have your <crust> fourteen inch deep dish </crust> vegan uh pizza with <topping> bacon ham sausage </topping> and <topping> pepperoni </topping> and your rootbeer ready in about <time> fifteen minutes </time>
Spoken_6	User	i 'll be there in <time> fifteen minutes </time>
Spoken_6	Clerk	ok thank you
Spoken_6	User	thank you
Spoken_6	Clerk	for choosing pizza
Spoken_6	User	thank you bye
Spoken_6	Clerk	bye
Text_1	Clerk	Hello ! Pizza here , how may I help you
Text_1	User	Um hi is this <ref id='kavouras.21'> the pizza on <address> 12345 St </address> </ref> ?
Text_1	Clerk	Yup , this is <refexp id='kavouras.21'> us </refexp> ! Would you like to order a pizza ?
Text_1	User	I need to place a <modality> delivery </modality> order for my son ’ s birthday party tonight at 6 . We need <quant> 5 </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> and <quant> 5 </quant> <size> large </size> <pizza_type> cheese </pizza_type> pizzas , 2 liters of lemon soda , and 2 liters of cola . And one order of breadsticks . And the address is 54321 St Seattle . The passcode for the gate is <numeric> 1234 </numeric> # .
Text_1	Clerk	So exciting , happy birthday to your son ! Let me check your food order - os that ’ s <ref id='kavouras.22'> <quant> 5 </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> , <quant> 5 </quant> <size> large </size> <pizza_type> cheese </pizza_type> , 2 liters of lemon soda , 2 liters of cola , and <quant> 1 </quant> order of breadsticks </ref> . Is <refexp id='kavouras.22'> that </refexp> correct ?
Text_1	User	Right and we need <refexp id='kavouras.22'> it </refexp> at 6pm sharp
Text_1	User	The party theme is teenage mutant ninja turtles
Text_1	Clerk	No problem - I ’ ll make a note to the delivery person not to be late ! What type of crust would you like with your pizzas ?
Text_1	Clerk	Ugh , my favorite : )
Text_1	User	Regular crust , <ref id='kavouras.23'> these </ref> kids are pretty picky eaters .
Text_1	Clerk	Aren ’ t <refexp id='kavouras.23'> they </refexp> all : ) Perfect , would you like any additional toppings ?
Text_1	User	No , I want <refexp id='kavouras.22'> these pizzas </refexp> to actually get eaten . Let ’ s keep <refexp id='kavouras.22'> them </refexp> as plain as possible . Do you take my card now or will the driver have a POS ?
Text_1	Clerk	Haha - keeping it real . Sound good . I can go ahead and take your card now . Would you like know <ref id='kavouras.24'> your total </ref> ?
Text_1	User	Yes please
Text_1	Clerk	Of course , <refexp id='kavouras.24'> that </refexp> will be $ 161 . I ’ ll take <ref id='kavouras.25'> the card </ref> when you ’ re ready !
Text_1	User	<refexp id='kavouras.25'> It </refexp> ’ s <numeric> 1234 1234 1234 1234 </numeric> . The security code is <numeric> 123 </numeric>
Text_1	Clerk	Great , and expiration date ?
Text_1	User	<numeric> 01/02 </numeric>
Text_1	Clerk	Wonderful . You ’ re all set . And I ’ m throwing in a our special  <ref id='kavouras.26'> mutant ninja themed soda </ref> just for the party ( don ’ t worry , <refexp id='kavouras.26'> its </refexp> just coke ) . It will be there at 6pm sharp ! ! !
Text_1	User	Great thank you bye
Text_2	Clerk	Hi ! Welcome to Pizza - ready to take your order . Are you ready ?
Text_2	User	<ref id='kavouras.27'> olive pizza </ref>
Text_2	Clerk	Got <refexp id='kavouras.27'> it </refexp> . I ’ ll give you <ref id='kavouras.28'> the <size> medium </size> <crust> regular </crust> <pizza_type> cheese </pizza_type> </ref> and <topping> throw olives </topping> on <refexp id='kavouras.28'> there </refexp> for $ 2 extra . Nothing to drink I ’ m assuming . Is <ref id='kavouras.28'> that </ref> for pick-up ?
Text_2	User	how much ?
Text_2	Clerk	$ 14.00
Text_2	User	DEEP dish
Text_2	Clerk	$ 16.00
Text_2	User	okay see you soon
Text_2	Clerk	Is <refexp id='kavouras.28'> that </refexp> for <modality> pick up </modality> ?
Text_2	User	yes bye
Text_2	Clerk	Okay - we will take your payment when you get here . goodbye .
Text_3	Clerk	Hi ! This is pizza , may I take your order ?
Text_3	User	Hi I ’ ve got a big order for you . I am gon na need <ref id='kavouras.29'> <quant> one </quant> <size> large </size> <crust> gluten free </crust> pizza , half Hawaii half meat lover ’ s with <topping> extra mushrooms </topping> </ref> . <quant> One </quant> <size> medium </size> <pizza_type> cheese </pizza_type> pizza , nothing special , <quant> one </quant> <size> large </size> <pizza_type> veggie supreme </pizza_type> , <quant> one </quant> <size> small </size> <pizza_type> vegan </pizza_type> <crust> thin </crust> crust , and <quant> two </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> , <crust> deep dish </crust>
Text_3	User	on second thought can you make all of the large ’ s gluten free ?
Text_3	Clerk	Hey - no problem . <quant> One </quant> <size> large </size> <pizza_type> half Hawaii half meat lover ’ </pizza_type> s with <topping> extra mushrooms </topping> , <quant> one </quant> <size> medium </size> <pizza_type> cheese </pizza_type> , <quant> one </quant> <size> large </size> <pizza_type> veggie supreme </pizza_type> , <quant> one </quant> <size> small </size> <pizza_type> vegan </pizza_type> <crust> thin </crust> crust , and <quant> two </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> , <crust> deep dish </crust> . Gluten free crust on the large pizzas .
Text_3	Clerk	Would you like anything to drink ?
Text_3	User	No , all the large pizzas should have <crust> gluten free </crust> crust . And I. only want <topping> mushrooms </topping> on the meat half of  <refexp id='kavouras.29'> the half and half pizza </refexp> .
Text_3	Clerk	Gotcha , gluten free crust on the large - no <crust> deep dish </crust> . Only mushrooms on the meat half of <refexp id='kavouras.29'> that first pizza </refexp> . Is that right ?
Text_3	User	Yes thank you that ’ ll be it
Text_3	Clerk	That ’ s all for you - your total will be $ <numeric> 84 </numeric>
Text_3	User	Okay , my card is <numeric> 1234 1234 1234 1234 </numeric> , the name is John John . Can you have that delivered to <address> 12345 St. </address> ?
Text_3	Clerk	No problem John John , that ’ ll just be $ 3 for <modality> delivery </modality> . Got your card as <numeric> 1234 1234 1234 1234 </numeric> . We ’ ll be at <address> 12345 St </address> in a jiffy
Text_3	User	Thanks there ’ s a hefty tip here for you if it ’ s all correct
Text_3	Clerk	Ah , we at Pizza always appreciate our customers thinking of our service .
Text_3	Clerk	If you don ’ t mind me asking…
Text_3	Clerk	How much are you thinking ? With <ref id='kavouras.30'> the tip </ref>
Text_3	User	You ’ ll have to count it yourself , <refexp id='kavouras.30'> it </refexp> ’ s in nickels
Text_3	User	Goodbye
Text_4	Clerk	Sup
Text_4	User	I ’ d like to place a <modality> delivery </modality> order , to <ref id='kavouras.31'> <address> 12345 St. </address> </ref> Is <refexp id='kavouras.32'> that </refexp> within your geographic bounds ?
Text_4	Clerk	Yea , you good
Text_4	User	I would like to order <ref id='kavouras.32'> a <size> medium </size> <crust> thin </crust> crust pizza </ref> , with <topping> green onions </topping> , <topping> black mushrooms </topping> , and <topping> sausage peppers </topping> .
Text_4	Clerk	Bet . <refexp id='kavouras.32'> That </refexp> ’ s it ?
Text_4	User	<refexp id='kavouras.32'> That </refexp> ’ s all . When will the garcon arrive ?
Text_4	Clerk	Not sure . Just look out for my man Jimmy
Text_4	User	I suppose I will let the groundskeeper know that James is on his way… Thank you young man .
Text_4	Clerk	For sure - he ’ s the homie . Peace out .
Text_5	User	Hello is there a person there ?
Text_5	User	REPRESENTATIVE
Text_5	Clerk	Oh , hi ! ! I didn ’ t hear you there . I ’ m here ! !
Text_5	Clerk	This is William . How are you today ?
Text_5	User	I need to make a <modality> take out </modality> order for John . We need <ref id='kavouras.33'> enough breadsticks to feed 15 people </ref> . How many orders is <refexp id='kavouras.33'> that </refexp> ?
Text_5	Clerk	Oh um , just a second here..
Text_5	Clerk	By my guess you need at least 4 orders , maybe 5 if you ’ re hungry though ...
Text_5	Clerk	So it ’ s really up to you - I don ’ t want to speak for your stomachs !
Text_5	Clerk	But I ’ d go with <ref id='kavouras.34'> <quant> four </quant> orders </ref> . And that will be… $ <numeric> 28 </numeric>
Text_5	User	Okay let ’ s do five just in case . And how much extra would it be to add cheese and <topping> bacon </topping> to <refexp id='kavouras.34'> those </refexp> ?
Text_5	Clerk	Ah ! Cheese is <ref id='kavouras.35'> $ 2 extra per order </ref> . <refexp id='kavouras.36'> Thats </refexp> $ 8 total . Unfortunately we don ’ t have <side> bacon breadsticks </side> here : /
Text_5	Clerk	I COULD throw some <ref id='kavouras.37'> <topping> bacon </topping> </ref> on the side for $ 3… would you like <refexp id='kavouras.37'> that </refexp> ?
Text_5	User	<refexp id='kavouras.37'> That </refexp> ’ d be perfect thanks . When will everything be ready ?
Text_5	Clerk	Oh , ok ok , we ’ ll do that then . Those are ready now , actually . Come by whenever you can !
Text_5	User	Great I ’ ll drive over now bye-bye
Text_5	Clerk	Great !
Text_5	Clerk	Bye !
Text_6	Clerk	Hello . Welcome to Pizza . May I take your order ?
Text_6	User	Do any of your specialty pizzas have <topping> pineapple </topping> and <topping> ham </topping> ?
Text_6	Clerk	That ’ s <ref id='kavouras.38'> the Hawaiian </ref> ,  <refexp id='kavouras.39'> it </refexp> ’ s a fan favorite
Text_6	User	Okay then I will place a <modality> pick up </modality> order for a <size> large </size> <pizza_type> Hawaiian </pizza_type> pizza and a coke .
Text_6	Clerk	What kind of crust do you want ?
Text_6	User	normal crust is fine .
Text_6	Clerk	Anything else ?
Text_6	User	<refexp id='kavouras.38'> That </refexp> will be all . The person coming to pick up the food is John .
Text_6	Clerk	<refexp id='kavouras.38'> That </refexp> ’ ll be $ 17.50 . Food ’ s ready in 10 . Cheers .
Text_6	User	Thank you ma ’ am .
Text_6	Clerk	No problem . Have a blessed day .
Text_7	Clerk	Hi ! Welcome to Pizza , the hoppin-est pizza spot in all of City . How can I help you today ?
Text_7	User	Let me find my menu here
Text_7	Clerk	Oh no problem ! If you have any questions , please do not hesitate to ask me .
Text_7	User	Yes , I would like to place a deliver order for John . Do you have any <size> large </size> <pizza_type> vegan </pizza_type> pizzas that could be ready in less than <time> 15 minutes </time> ?
Text_7	Clerk	Vegan ! Of course , we have a strong vegan customer base . <ref id='kavouras.40'> Our Vegan pizza </ref> comes with <ref id='kavouras.39'> <topping> green peppers </topping> , <topping> red onions </topping> , <topping> mushrooms </topping> , and <topping> black olives </topping> </ref> . Is <refexp id='kavouras.39'> that </refexp> okay with you ?
Text_7	User	Can you have <refexp id='kavouras.40'> that </refexp> ready in <time> fifteen minutes </time> ?
Text_7	Clerk	We ’ ll make it happen . But first , what crust would you like for that large Vegan ?
Text_7	User	What is <ref id='kavouras.41'> the fastest to make </ref> ?
Text_7	Clerk	<refexp id='kavouras.41'> That </refexp> ’ ll be the thin crust .
Text_7	User	Okay I will take two of the <crust> thin </crust> crusts then .
Text_7	Clerk	Sounds great - <ref id='kavouras.42'> <quant> two </quant> <size> large </size> thing crust vegan pizzas </ref> coming up in <time> 15 minutes </time> . Is <refexp id='kavouras.42'> that </refexp> all for you sir ?
Text_7	User	<refexp id='kavouras.42'> That </refexp> is all
Text_7	Clerk	Great . Would you like me take your card now , or to pay in person ?
Text_7	User	My card is <numeric> 1234 1234 1234 1234 </numeric> . The name on the card is John Johnson
Text_7	Clerk	Awesome John . You ’ re all set . Thanks for choosing Pizza , and do come again !
Text_7	User	See you in <time> 15 minutes </time> .
Text_8	Clerk	Hi
Text_8	User	Hello ?
Text_8	Clerk	Hi
Text_8	User	Hello are you <ref id='kavouras.43'> Pizza Restaurant </ref> ?
Text_8	Clerk	<refexp id='kavouras.43'> That </refexp> ’ s what they call me
Text_8	User	Can you take my order ?
Text_8	Clerk	Sure .
Text_8	User	Can I have my order delivered ?
Text_8	Clerk	Delivery is $ 3 extra .
Text_8	User	I would like my order delivered please .
Text_8	User	Do you have a pen and paper ready ? I know what I want .
Text_8	Clerk	Cool . Go for it
Text_8	User	Okay I would like <ref id='kavouras.44'> a <pizza_type> veggie supreme </pizza_type> pizza </ref> , with <topping> pineapple </topping> , too , on a <size> medium </size> <crust> gluten free </crust> crust . And <refexp id='kavouras.44'> that </refexp> will be all .
Text_8	User	Did you get <refexp id='kavouras.44'> that </refexp> ?
Text_8	Clerk	Sorry , we ’ re out of veggies today . Only meat and chees
Text_8	User	You should have said something .
Text_8	User	Let me look at the menu again .
Text_8	Clerk	Ok .
Text_8	User	Okay , I would like a Hawaiian pizza then instead . On a <size> medium </size> <crust> gluten free </crust> crust . You ’ ve still got <ref id='kavouras.45'> <topping> pineapple </topping> </ref> don ’ t you ? <refexp id='kavouras.45'> It </refexp> ’ s a fruit not a vegetable .
Text_8	Clerk	Ah , yeah we got those . <ref id='kavouras.46'> 1 Hawaiian </ref> coming up . <refexp id='kavouras.46'> That </refexp> ’ s it ?
Text_8	User	And you got that I wanted <refexp id='kavouras.46'> that </refexp> on a <crust> gluten free </crust> crust right ?
Text_8	Clerk	Oh…do we… yeah ok .
Text_8	User	Can you repeat the order back to me ?
Text_8	Clerk	Uh…
Text_8	Clerk	<ref id='kavouras.47'> Gluten free Hawaiian </ref> , oh medium size
Text_8	Clerk	<refexp id='kavouras.47'> That </refexp> it ?
Text_8	User	Yes <refexp id='kavouras.47'> that </refexp> ’ s right , and for <modality> delivery </modality> . Do you have <refexp id='kavouras.48'> my address </refexp> ?
Text_8	Clerk	Nope .
Text_8	User	Can you take <refexp id='kavouras.48'> it </refexp> down now ?
Text_8	Clerk	Sure .
Text_8	Clerk	What ’ s your address
Text_8	User	My address is <ref id='kavouras.49'> <address> 12345 St. Did </address> </ref> you get <refexp id='kavouras.49'> that </refexp> ?
Text_8	Clerk	Got <refexp id='kavouras.49'> it </refexp> .
Text_8	User	When will your driver be arriving ?
Text_8	Clerk	Uh… should be… 20 minutes .
Text_8	User	In 20 minutes ? Okay thank you very much .
Text_8	Clerk	Bye
Text_9	Clerk	Hi there !
Text_9	Clerk	Pizza here .
Text_9	User	Hello this is John I want to get <ref id='kavouras.51'> my usual pickup order </ref> for Saturdays .
Text_9	Clerk	Oh hey John ! I got ya . <refexp id='kavouras.51'> That </refexp> ’ s <ref id='kavouras.51'> <size> large </size> <pizza_type> cheese </pizza_type> with Swiss and <topping> green pepper </topping> </ref> , right ?
Text_9	User	Yes , you remembered great . Can you have <refexp id='kavouras.51'> that </refexp> ready in <time> 30 minutes </time> ? And throw in <ref id='kavouras.52'> an orange pop </ref> today too ?
Text_9	Clerk	No problem , <refexp id='kavouras.52'> its </refexp> on the house . <ref id='kavouras.53'> Cheese sticks <ref id='kavouras.53'> too - I know your boy loves <refexp id='kavouras.53'> those </refexp>
Text_9	User	You guys are the best
Text_9	Clerk	Yup . Come swing by , I ’ ll have the hawks game on
Text_9	Clerk	Can ’ t believe Wilson is out for the season
Text_9	Clerk	Eh , what can you do
Text_9	User	Another day , another disaster
Text_9	Clerk	If that ain ’ t the truth . See ya soon John
Text_9	User	Just don ’ t let your old lady find out how much you bet Jerry on the last one
Text_9	User	Haha see you John
Text_9	Clerk	Oh , I won ’ t ...
Text_9	User	Alright peace out brother
Text_10	Clerk	Hello !
Text_10	Clerk	Can I take your order ?
Text_10	User	Yes I ’ d like to place a to-go order for a <size> small </size> <crust> deep dish </crust> pizza with <topping> cheddar </topping> , <topping> swiss </topping> , <topping> provolone </topping> , <topping> green peppers </topping> , <topping> red onion </topping> , <topping> mushrooms </topping> , <topping> onions </topping> , and <topping> olives </topping> .
Text_10	Clerk	Got it - <ref id='kavouras.54'> <size> small </size> <crust> deep dish </crust> <pizza_type> veggie supreme </pizza_type> </ref> , with <topping> cheddar provolone </topping> & Swiss ( no moz )
Text_10	Clerk	<refexp id='kavouras.54'> That </refexp> will be $ <numeric> 15 </numeric>
Text_10	Clerk	Any sides for you ?
Text_10	User	And <refexp id='kavouras.54'> that </refexp> has all the toppings I want , the <pizza_type> veggie supreme </pizza_type> ?
Text_10	Clerk	Yes !
Text_10	Clerk	You ’ re all set
Text_10	User	Great , I won ’ t need any sides .
Text_10	User	The name of the order is Jane .
Text_10	Clerk	Great Jane , anything to drink as well ?
Text_10	User	No just the pizza
Text_10	Clerk	Just the pizza for you Jane . Pick-up will be ready in just 30 minutes . You can pay when you get here
Text_10	User	Great see you then .
Text_10	Clerk	See you !
Text_11	Clerk	Hello , this is Pizza what can I get started for you ?
Text_11	User	Hi ! Sorry , erm , just a moment here
Text_11	User	Let ’ s see
Text_11	Clerk	Are you still there ?
Text_11	User	Hi ! Yes , sorry about that . I ’ m looking for a heavy meat option , do you have anything that might work for me ?
Text_11	Clerk	I suggest <ref id='kavouras.55'> a <size> large </size> <pizza_type> deep dish meat lover ’ </pizza_type> s pizza </ref> . The deep dish allows for more toppings . And I can add extra <topping> bacon </topping> and <topping> sausage </topping> for only $ 6 .
