Conversation	Speaker	Transcript
Text_2	Clerk	pizza hut . How can i help you ?
Text_2	User	Hi , I was wondering , how late are you guys open ?
Text_2	Clerk	10pm .
Text_2	User	great , and can I have <ref id='dodds.12'> a pizza </ref> delivered at 9:30pm ? I do n't want <refexp id='dodds.12'> it </refexp> now
Text_2	Clerk	I can do that .
Text_2	User	cool , thanks , I 'd like a <size> medium </size> Hawaiian pizza please
Text_2	Clerk	<ref id='dodds.13'>medium hawaiian pizza </ref> . anything else ?
Text_2	User	oh and can I get extra pepper flakes with <refexp id='dodds.13'> that </refexp> ?
Text_2	Clerk	sure . is <refexp id='dodds.13'> that </refexp> all ?
Text_2	User	<refexp id='dodds.13'> That </refexp> 's all . Can I pay for <refexp id='dodds.0'> it </refexp> now ?
Text_2	Clerk	yup , i 'm ready for the card number .
Text_2	User	0000000000000000 . Did you get all that ?
Text_2	Clerk	Yes . The total is $ 13 . Your card will be charged when they start making the order , around 9pm .
Text_2	User	thank you !
Text_2	Clerk	thank you , bye .
Text_3	Clerk	Thanks for calling pizza hut , what can i get started for you today ?
Text_3	User	hi I 'd like <ref id='dodds.14'> <quant> four </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizzas , <quant> two </quant> <size> medium </size> <pizza_type> cheese </pizza_type> pizzas , and <quant> two </quant> <size> medium </size> <pizza_type> supreme </pizza_type> pizzas </ref> .
Text_3	Clerk	can i interest you in upgrading any of <refexp id='dodds.14'> these pizzas </refexp> to our signature stuffed cheese crust ?
Text_3	User	No I just need <refexp id='dodds.14'> those pizzas </refexp> . Can I have <refexp id='dodds.14'> it </refexp> delivered within 15 minutes ? ( edited )
Text_3	Clerk	We are a bit busy , let me see how long <refexp id='dodds.14'> it </refexp> will take . what 's you 're address ?
Text_3	User	323 calle street . I need <refexp id='dodds.14'> it </refexp> ASAP .
Text_3	Clerk	Alright , since you 're pretty close to the store <refexp id='dodds.14'> it </refexp> should n't take long to deliver . It will take about 15 minutes to complete <ref id='dodds.15'> the </ref> order and another 5 for <modality> delivery </modality> . Do you need any drinks or desserts with your meal ?
Text_3	User	No , nothing else . I 'm just around the corner , it should n't take that long . Just get <refexp id='dodds.15'> it </refexp> here as soon as you can .
Text_3	Clerk	Will do . would like like to pay now or upon delivery ?
Text_3	User	I 'll pay cash when <refexp id='dodds.15'> it </refexp> gets here . Thanks , bye .
Text_3	Clerk	thank you , bye .
Text_4	Clerk	this is pizza hut , how can i help you ?
Text_4	User	hi there ! I have a quick question if you do n't mind . Do you guys have cheesy bread ?
Text_4	Clerk	we absolutely do have cheesy bread !
Text_4	User	oh great ! Then I would like to place an order for <modality> pick up </modality> please .
Text_4	Clerk	sure thing , what all can i get you ?
Text_4	User	I 'd like an order of the cheesy bread and a <size> medium </size> bbq chicken pizza please .
Text_4	Clerk	okay <ref id='dodds.16'> a <size> medium </size> <pizza_type> bacon </pizza_type> chicken pizza and some cheesy bread </ref> . Can i get a name for <refexp id='dodds.16'> that order </refexp> ?
Text_4	User	sure thing , my name is Jerry .
Text_4	Clerk	Alright jerry , I should have <refexp id='dodds.16'> that </refexp> order ready for you in about <time> 20 minutes </time> . <refexp id='dodds.16'> It </refexp> 'll be $ 17.75 on <modality> pickup </modality>
Text_4	User	Great , thank you so much ! Hope you have a wonderful day !
Text_4	Clerk	thanks , you too , buhbye .
Text_5	Clerk	good afternoon this is pizza hut how can i help you
Text_5	User	hi there . I want to order for <modality> delivery </modality>
Text_5	Clerk	okay you want to order some delivery . What can i get you ?
Text_5	User	well I 'm not sure if I want the supreme pizza or the meat lover 's pizza . Which one do you think is better ?
Text_5	Clerk	hm , meat lovers or supreme . Personally I 'm not that much of a <ref id='dodds.17'> meat </ref> lover - I find <refexp id='dodds.17'> it </refexp> 's a little too heavy . So I prefer the supreme .
Text_5	User	ok , that makes sense , I 'll get a <size> medium </size> <pizza_type> supreme </pizza_type> pizza . And then we 're not sure if we want garlic knots or breadsticks . Which are cheaper ?
Text_5	Clerk	Between garlic knots and breadsticks , the breadsticks are a dollar cheaper , but in my opinion the garlic knots are much more delicious .
Text_5	User	um , ok . I think we 'll get the breadsticks .
Text_5	Clerk	breadsticks it is . can i get you anything else ?
Text_5	User	I think that 's it
Text_5	Clerk	okay so it will just be <ref id='dodds.18'> a <size> medium </size> <pizza_type> supreme </pizza_type> pizza and an order of garlic knots </ref> . Would you like to pay now , or when <refexp id='dodds.18'> it </refexp> 's delivered ?
Text_5	User	oh wait , was it garlic knots or breadsticks that I ordered ?
Text_5	Clerk	Oh i 'm sorry , you did say breadsticks . <refexp id='dodds.18'> It </refexp> was a <size> medium </size> <pizza_type> supreme </pizza_type> and an order of breadsticks .
Text_5	User	oh ok , cool , sounds good . And I 'll pay when <refexp id='dodds.18'> it </refexp> gets here .
Text_5	Clerk	pay when <refexp id='dodds.18'> it </refexp> gets there , okay . And what address would you like <refexp id='dodds.18'> this </refexp> delivered to ?
Text_5	User	000 this avenue
Text_5	Clerk	... alright Tayler , that should be out for you in about <time> 20 minutes </time>
Text_5	User	yay ! This is going to be so good . Thank you so much .
Text_5	Clerk	alright dude , have a good one
Text_6	Clerk	thanks for calling pizza hut
Text_6	User	<ref id='dodds.19'> <quant> one </quant> <size> large </size> <pizza_type> sausage </pizza_type> and <topping> pineapple </topping> pizza </ref> for <modality> pickup </modality> please
Text_6	Clerk	okay , will <refexp id='dodds.19'> that </refexp> be all ?
Text_6	User	yep
Text_6	Clerk	<refexp id='dodds.19'> it </refexp> 'll be $ 15 . would you like to pay for <refexp id='dodds.19'> that </refexp> now or at pickup ?
Text_6	User	at pickup
Text_6	Clerk	got it . can i get a name for <refexp id='dodds.19'> that </refexp> ?
Text_6	User	Fin
Text_6	Clerk	alright , <refexp id='dodds.19'> that </refexp> 'll be ready in about <time> 20 minutes </time> . Thank you
Text_6	User	thanks , bye
Text_7	Clerk	good afternoon and thank you for calling pizza hut . This is Shay , how can I assist you today ?
Text_7	User	heya Shay , yeah I 'm looking to get a <address> couple 'zas delivered </address>
Text_7	Clerk	absolutely sir , what would you like to order ?
Text_7	User	I 'm thinking <ref id='dodds.20'> the meat lover's </ref> is looking good , let 's get <refexp id='dodds.20'> that </refexp> in a <size> large </size> . And then a couple of my buddies are wanting a <size> large </size> <pizza_type> veggie lover </pizza_type> 's
Text_7	Clerk	Excellent , so that will be <ref id='dodds.21'> a <size> large </size> <pizza_type> meat lover </pizza_type> 's and a <size> large </size> <pizza_type> veggie lover </pizza_type> 's </ref> . can i get you anything else sir ?
Text_7	User	nope , I think <refexp id='dodds.20'> that </refexp> should about do it
Text_7	Clerk	Great , and what address would you like <refexp id='dodds.20'> this </refexp> delivered to ?
Text_7	User	oh yeah , its 111 that boulevard
Text_7	Clerk	<ref id='dodds.21'> 111 that boulevard </ref> , is <refexp id='dodds.21'> that </refexp> correct ?
Text_7	User	yeppers
Text_7	Clerk	And would you like provide your card number over the phone , or would you rather pay in person upon delivery ?
Text_7	User	yeah I can pay over the phone , ready for my card info ?
Text_7	Clerk	yes sir
Text_7	User	it 's a Mastercard , the number is <numeric> 0000 0000 0000 0000 </numeric>
Text_7	Clerk	excellent . I will place <ref id='dodds.22'> your order </ref> and <refexp id='dodds.22'> it </refexp> should arrive within 30 minutes . Is there anything else I can assist you with today ?
Text_7	User	alrighty . Nope , I 'm all set
Text_7	Clerk	great , have a wonderful rest of your day !
Text_7	User	thanks , you too Shay
Text_8	Clerk	pizza hut , what can I do for you
Text_8	User	hi there , I 'd like to place an order for <modality> pickup </modality> please !
Text_8	Clerk	... uh huh , okay what can i get you ?
Text_8	User	I want <ref id='dodds.23'> an <size> extra large </size> <pizza_type> supreme </pizza_type> pizza </ref> with stuffed crust please . I love <refexp id='dodds.23'> that </refexp> one
Text_8	Clerk	yeah definitely ... <ref id='dodds.24'> a <size> large </size> <pizza_type> supreme </pizza_type> </ref> you said ?
Text_8	User	<refexp id='dodds.24'> that </refexp> 's right !
Text_8	Clerk	alright , anything else ?
Text_8	User	oh and can I also get <ref id='dodds.25'> a <size> large </size> <pizza_type> hawaiian </pizza_type> pizza </ref> ? I also really love <refexp id='dodds.25'> that </refexp> one .
Text_8	Clerk	<ref id='dodds.26'> a <size> large </size> <pizza_type> supreme </pizza_type> and a <size> large </size> <pizza_type> hawaiian </pizza_type> </ref> , is <refexp id='dodds.26'> that </refexp> all ?
Text_8	User	yep , <refexp id='dodds.26'> that </refexp> 's it !
Text_8	Clerk	..oh , yeah <refexp id='dodds.26'> that </refexp> 's all ? alright <refexp id='dodds.26'> that </refexp> 'll be $ 22.50 at pickup ; can i get a name for the order ?
Text_8	User	Tyler<
Text_8	Clerk	... alright Tayler , <refexp id='dodds.26'> that </refexp> should be out for you in about <time> 20 minutes </time>
Text_8	User	yay ! This is going to be so good . Thank you so much .
Text_9	Clerk	hi there , pizza hut , how can i help you ?
Text_9	User	good afternoon . I would like to place an order for a pizza delivery to my house please
Text_9	Clerk	sure thing , what can i get you ?
Text_9	User	I want a <size> large </size> <pizza_type> size pepperoni </pizza_type> pizza with <topping> olives </topping> please , as well as <ref id='dodds.27'> a side of breadsticks </ref> with extra marinara sauce if <ref id='dodds.27'> it </ref> 's not too much trouble
Text_9	Clerk	sure thing- oh I 'm sorry , please hold for just one minute .
Text_9	User	ok sure , I can do that .
Text_9	User	sure , do n't worry about it , it 's not a problem . I was indeed ordering for <modality> delivery </modality> . I was just ordering a <size> large </size> <pizza_type> size pepperoni </pizza_type> and olive pizza , along with <ref id='dodds.28'> a side of breadsticks </ref> with extra marinara sauce if <ref id='dodds.28'> that </ref> 's possible .
Text_9	User	I would prefer to pay for <ref id='dodds.29'> the pizza </ref> when <refexp id='dodds.29'> it </refexp> arrives here .
Text_9	User	I would like <ref id='dodds.29'> it </ref> delivered to 123 this way please
Text_9	User	fantastic , thank you very much . I hope you have a wonderful day .
Text_10	Clerk	Hello ... how can i help you ?
Text_10	User	hi I 'd like to order for <modality> pickup </modality> .
Text_10	Clerk	uhm , yeah , sure , one second ... . what can i get you ?
Text_10	User	I 'd like <ref id='dodds.30'> a <size> medium </size> <pizza_type> cheese </pizza_type> pizza and a <size> medium </size> <pizza_type> Italian sausage </pizza_type> pizza </ref> please .
Text_10	Clerk	okay ... just let me enter <refexp id='dodds.30'> that </refexp> into the system ... do you want anything else ?
Text_10	User	could I also get <quant> two </quant> Pepsi 's with <refexp id='dodds.30'> that </refexp> ?
Text_10	Clerk	Pepsi ? Okay ... is that all ?
Text_10	User	that 's it .
Text_10	Clerk	okay and you want pickup ? so , what 's a good name for the order ?
Text_10	User	<modality> pickup </modality> , that 's right . The name is <name> Alex </name>
Text_10	Clerk	okay Alex , it will be ... $ 24.75 and that should be ready in like ... 25-30 minutes .
Text_10	User	sounds good , thank you .
Text_11	Clerk	hi this is pizza hut . How can I help you ?
Text_11	User	hey i need a pizza for <modality> delivery </modality>
Text_11	Clerk	ok sure , what can I get ya ?
Text_11	User	uhm yeah ... i need <ref id='dodds.31'> the largest pizza you have </ref> , but with nothing on <refexp id='dodds.31'> it </refexp> , just the crust . and then i need <topping> sausage </topping> on only one half of <refexp id='dodds.31'> that </refexp> . Can you do this ?
Text_11	Clerk	ok , um , yeah I think we can do that . So that was <ref id='dodds.32'> a <size> large </size> pizza </ref> , nothing but the crust and with <topping> sausage </topping> , is <refexp id='dodds.32'> that </refexp> right ?
Text_11	User	yeah sausage only on the LEFT side
Text_11	Clerk	ah right , <topping> sausage </topping> on the left side . And was there anything on the right side ?
Text_11	User	no , absolutely nothing else on the pizza .
Text_11	Clerk	got it , nothing but <topping> sausage </topping> on the left side . And what size pizza was <refexp id='dodds.32'> that </refexp> ?
Text_11	User	whatever is the largest size you have
Text_11	Clerk	got it , so <refexp id='dodds.32'> that </refexp> 's an extra <size> large </size> pizza with nothing on <refexp id='dodds.32'> it </refexp> except for <topping> sausage </topping> on the left side . Anything else ?
Text_11	User	can i also get an order of garlic knots , but i want the <side> garlic cheese </side> powder stuff onthe side , not actually on the knots
Text_11	Clerk	yeah , I think we can do that . So you 'd like the <side> garlic cheese </side> powder in a separate container ?
Text_11	User	yeah that 's right , nothing on the knots themselves
Text_11	Clerk	ok , so I 've got <ref id='dodds.33'> a <size> large </size> pizza </ref> , nothing on <refexp id='dodds.33'> it </refexp> except <topping> sausage </topping> on the left side , and garlic knots with the powder on the side . And did you say that was for <modality> delivery </modality> or pickup ?
Text_11	User	<modality> delivery </modality>
Text_11	Clerk	can I get an address ?
Text_11	User	567 No Way NE
Text_11	Clerk	alright , that 'll be $ 21.72 . Would you like to pay now or when your order is delivered ?
Text_11	User	i 'll pay when it gets here , thanks
Text_11	Clerk	ok , sounds good . It should arrive in about <time> 20 minutes </time> . Thank you for ordering with pizza hut today
Text_12	Clerk	hello , this is pizza hut . How can I help you ?
Text_12	User	hi i wanted to order a pizza
Text_12	Clerk	ok , sure . What can I get started for you ?
Text_12	User	uhm , how much is a <size> medium </size> <pizza_type> cheese </pizza_type> pizza ?
Text_12	Clerk	a <size> medium </size> <pizza_type> cheese </pizza_type> pizza costs $ <numeric> 13.73 </numeric>
Text_12	User	okay and how much is it for adding toppings ?
Text_12	Clerk	that 's 40 cents per topping . You can get a better deal though by ordering one of our specialty pizzas
Text_12	User	oh , well do you have anything with like , <topping> sausage </topping> , <topping> olives </topping> , and spicy peppers ?
Text_12	Clerk	well not quite , but <ref id='dodds.33'> our supreme pizza </ref> has <topping> pepperoni </topping> , <topping> sausage </topping> , <topping> mushrooms </topping> , and bell peppers , so <refexp id='dodds.33'> it </refexp> 's not too far off . And if you want , I can go ahead and through on some <topping> olives </topping> for you for no extra charge
Text_12	User	thats so sweet of you ! We 'll go with <refexp id='dodds.33'> that </refexp> then . thank you so much
Text_12	Clerk	my pleasure . And is <refexp id='dodds.33'> that </refexp> going to be a <size> medium </size> ?
Text_12	User	yes please
Text_12	Clerk	great . And would you like <refexp id='dodds.33'> it </refexp> delivered or to come pick <refexp id='dodds.26'> it </refexp> up ?
Text_12	User	uh , i think i 'll just come <modality> pick <refexp id='dodds.33'> it </refexp> up </modality>
Text_12	Clerk	ok , no problem . So <refexp id='dodds.33'> that </refexp> will be $ 13.73 , and <refexp id='dodds.33'> it </refexp> will be ready in about <time> 15 minutes </time> . Can I get <ref id='dodds.34'> a name </ref> for the order ?
Text_12	User	yeah <refexp id='dodds.34'> it </refexp> 's <name> Harold </name>
Text_12	Clerk	ok Harold , come by in about <time> 15 minutes </time> and we 'll have your pizza ready for you .
Text_13	Clerk	hello , this is pizza hut .
Text_13	User	hi there I wanted to order something
Text_13	Clerk	sure , what can I get you ?
Text_13	User	uhm , do you have some sort of combo meal for a family dinner ?
Text_13	Clerk	oh , I 'm actually not sure . Let me check ... so we do have a couple dinner box options , a regular size that feeds 2 to 3 people and a big size that feeds <address> 5 to 6 people </address>
Text_13	User	sure , what comes in <ref id='dodds.35'> the small box </ref> ?
Text_13	Clerk	um I think <refexp id='dodds.35'> it </refexp> has a pizza , breadsticks , and a dessert
Text_13	User	okay <refexp id='dodds.35'> that </refexp> sounds pretty good - I 'll take one of those . For pickup<
Text_13	Clerk	ok , and what 's your name ?
Text_13	User	sally
Text_13	Clerk	ok Sally you can come by in a little bit to pick up your food .
Text_13	User	okay thanks
Text_14	Clerk	hi there , this is pizza hut . What can I do for you today ?
Text_14	User	hi I 'd like to place an order for <modality> delivery </modality>
Text_14	Clerk	alright , what can I get started for you ?
Text_14	User	yeah I need <quant> one </quant> <size> large </size> pizza half <pizza_type> pepperoni half hawaiian </pizza_type> . I also need <quant> two </quant> <pizza_type> cheese </pizza_type> pizzas and one other pizza that 's half veggie and half <topping> olives </topping> . Ill also have <quant> 2 </quant> orders of garlic knots and a four pack of pepsi
Text_14	Clerk	ok , and what sizes for <ref id='dodds.36'> the <pizza_type> cheese </pizza_type> pizzas and the half veggie half olive pizza </ref> ?
Text_14	User	oh uh , large for <refexp id='dodds.36'> all of them </refexp> please
Text_14	Clerk	ok , so I 've got <ref id='dodds.37'> a <size> large </size> <pizza_type> half pepperoni half hawaiian </pizza_type> , <quant> two </quant> <size> large </size> cheeses , and a <size> large </size> <pizza_type> half veggie half olives </pizza_type> </ref> . And two orders of garlic knots and four pepsis . Can I interest you in making any of <refexp id='dodds.37'> those pizzas </refexp> stuffed crust ?
Text_14	User	hmm sure , make one of the cheeses a stuffed crust
Text_14	Clerk	great ! any desserts for you today ?
Text_14	User	no thanks
Text_14	Clerk	ok , no problem . And what address should I have that delivered to ?
Text_14	User	1234 street street
Text_14	Clerk	alrighty , your order should be there in about <address> 20 to 30 minutes </address> . Would you like to pay now or later ?
Text_14	User	later is fine , thanks
Text_14	Clerk	sounds good . thanks for ordering with pizza hut today
Text_14	User	thanks
Text_15	Clerk	Hello , this is pizza hut .
Text_15	User	hi , I want to order a <size> large </size> <pizza_type> pepperoni </pizza_type> pizza for <modality> pickup </modality> .
Text_15	Clerk	anything else ?
Text_15	User	nope .
Text_15	Clerk	what 's the address ?
Text_15	User	oh I 'll <modality> pick it up </modality>
Text_15	Clerk	ah ok , sorry . That should be ready in 10 to 15 minutes .
Text_15	User	thanks
Text_15	Clerk	thanks , buh-bye
Text_16	Clerk	hi , pizza hut . what can I get you ?
Text_16	User	hey can I get <ref id='dodds.38'> a <size> small </size> deluxe pizza </ref> and a Dr pepper
Text_16	Clerk	um , ok , it 's going take a while , we 're swamped right now .
Text_16	User	that 's alright I guess . Actually though can you make <refexp id='dodds.38'> that </refexp> a <size> medium </size> ?
Text_16	Clerk	yeah , ok sure . and was that a Dr pepper you asked for ?
Text_16	User	yeah man , thanks
Text_16	Clerk	and do you want that delivered or picked up ?
Text_16	User	I 'll just come get it
Text_16	Clerk	ok , thank you . That should make it a little quicker . So that will come to $ 9.43 . Wan na pay now or when you get here ?
Text_16	User	let 's just do it later , thanks
Text_16	Clerk	alright , that should be ready in about <numeric> 40 </numeric> minutes .
Text_16	User	thanks bye
Text_16	Clerk	thank you , bye .
Text_17	Clerk	what ?
Text_17	User	uhm .. is this pizza hut ?
Text_17	Clerk	yes , obviously . what do you want ?
Text_17	User	well ... I just wanted to order <ref id='dodds.39'> a <size> large </size> <pizza_type> pepperoni </pizza_type> pizza </ref> for <modality> pickup </modality> .
Text_17	Clerk	ok , fine . <refexp id='dodds.39'> It </refexp> 'll be ready in , I do n't know , like 20 minutes . <refexp id='dodds.39'> That </refexp> all ?
Text_17	User	... Yeah I guess <refexp id='dodds.39'> that </refexp> 's it . Can you put the order under Bobby ?
Text_17	Clerk	ok , see you then . *hangs up*
Text_18	Clerk	hello , thanks for calling pizza hut . What can I do for you ?
Text_18	User	hey yeah I need to order <ref id='dodds.40'> <quant> two </quant> <size> large </size> <pizza_type> cheese </pizza_type> pizzas </ref> for <modality> pickup </modality> . The name is Sylvia and I 'll pay when I pick <refexp id='dodds.40'> it </refexp> up .
Text_18	Clerk	Ok , so <refexp id='dodds.40'> that </refexp> 's <quant> two </quant> <size> large </size> <pizza_type> cheese </pizza_type> pizzas . Was there anything else to <ref id='dodds.40'> that </ref> order ?
Text_18	User	no thanks , I 'll be there to pick <refexp id='dodds.40'> it </refexp> up soon
Text_18	Clerk	ok , and was it <ref id='dodds.41'> Sylvia </ref> for the name ?
Text_18	User	<refexp id='dodds.41'> that </refexp> 's right
