	Conversation	Speaker	Transcript
113	Spoken3	Clerk	So I have <quant> two </quant> <size> medium </size> pizzas , one half is <topping> sausage </topping> one half is cheese for <quant> one </quant> of them .
114	Spoken3	User	Mhmm .
115	Spoken3	Clerk	I have another medium pizza that is <numeric> one </numeric> <pizza_type> half cheese </pizza_type> , one half just sauce , no <topping> cheese </topping> .
116	Spoken3	User	Yeah , that sounds perfect , that 's great .
117	Spoken3	Clerk	Okay .
118	Spoken3	User	How do I , how do I get the pizza ?
119	Spoken3	Clerk	So we can do -- two ways , we can either , you can either pick it up at 123456 lane or we can deliver it to your location .
120	Spoken3	User	Um , delivering it sounds good . Can I have that ?
121	Spoken3	Clerk	Can I get some payment information ?
122	Spoken3	User	Sure . My card is number is <numeric> 123456789 </numeric>
123	Spoken3	Clerk	Okay , and is that visa ?
124	Spoken3	User	No , it 's , it 's just my card .
125	Spoken3	Clerk	Okay , just your card . Yep . Gotcha .
126	Spoken3	User	The type that I use , you know .
127	Spoken3	Clerk	Oh , gotcha . Okay , I 'll plug that --
128	Spoken3	User	Sorry , could you , could you read my card info back to me . Just make sure you got everything ?
129	Spoken3	Clerk	<numeric> 123456789 </numeric>
130	Spoken3	User	Okay , great . That sounds right .
131	Spoken3	Clerk	Okay , and the expiration is today ?
132	Spoken3	User	Yeah , yeah . So , process it soon , please .
133	Spoken3	Clerk	Yeah . Okay . Sounds good .
134	Spoken3	User	Uh huh .
135	Spoken3	Clerk	Okay , so we , you should expect a driver at 123 --
136	Spoken3	User	Just , just a question , I 'm sorry . I do n't think I gave you my address
137	Spoken3	Clerk	Oh , that ’ s right , sorry .
138	Spoken3	User	I think you told me your address .
139	Spoken3	Clerk	I told you my address . Wow , I was going to deliver pizza to me .
140	Spoken3	User	Yeah .
141	Spoken3	Clerk	Where , where can we deliver it to ?
142	Spoken3	User	So I live at 123 road .
143	Spoken3	Clerk	Okay 123 road . Is that , Is that <address> 123 road “ this ” road or 123 road “ </address> that ” road , you know ,
144	Spoken3	User	It 's --
145	Spoken3	Clerk	They ’ re similar roads .
146	Spoken3	User	It 's sort of like three towns over , it 'll be about a <quant> three </quant> hour drive .
147	Spoken3	Clerk	Oh , <quant> three </quant> hour drive --
148	Spoken3	User	Is that alright ?
149	Spoken3	Clerk	I -- actually -- we do n't deliver that far . I 'm sorry .
150	Spoken3	User	Oh gosh . Oh no . Could you --
151	Spoken3	Clerk	You could pick it up .
152	Spoken3	User	Okay , sure . I 'll come . I 'll come pick it up .
153	Spoken3	Clerk	But also we should have a location closer to you if you wan na call this number , it ’ s 12312345 , they should be a closer location .
154	Spoken3	User	Okay , I 'll , I 'll try that out . I 'll see if they also sell sauce pizzas .
155	Spoken3	Clerk	Okay , so I will cancel that payment for that pizza .
156	Spoken3	User	Yeah , thanks .
157	Spoken3	Clerk	So you should n't expect a charge for those --
158	Spoken3	User	Okay , great .
159	Spoken3	Clerk	-- that half sauce pizza .
160	Spoken3	User	You 've been so helpful . Thank you so much .
161	Spoken3	Clerk	Okay , thank you so much . Have a great day . Good luck with your pizza .
162	Spoken3	User	You too , thank you , bye .
163	Spoken4	User	Hello .
164	Spoken4	Clerk	Hi , this is , this is the pizza place . Uh , can I , what can I get you ?
165	Spoken4	User	Hi . Yeah . This is gon na be a big order . Do you have like a pen or something ?
166	Spoken4	Clerk	Yeah , yeah .
167	Spoken4	User	So it 's going to be four pizzas all large . And one is going to be a vegetarian pizza . One is going to be a <pizza_type> cheese </pizza_type> pizza . One is <topping> pepperoni </topping> . And then the last one . Can I get half <pizza_type> vegetarian half pepperoni </pizza_type> ?
168	Spoken4	Clerk	Yeah . I got that .
169	Spoken4	User	Okay , awesome . Can you can you repeat that back to me to make sure
170	Spoken4	Clerk	I got it don ’ t worry .
171	Spoken4	User	Okay .
172	Spoken4	Clerk	That ’ ll be $ 50 .
173	Spoken4	User	Okay , actually . Can I switch the <pizza_type> cheese </pizza_type> pizza to sausage .
174	Spoken4	Clerk	Sure , we can do that .
175	Spoken4	User	And make sure that 's large right
176	Spoken4	Clerk	Yes .
177	Spoken4	User	Okay . And can I get that delivered ?
178	Spoken4	Clerk	Yeah , we do delivery . What is your address ?
179	Spoken4	User	Does that cost any extra ?
180	Spoken4	Clerk	Yeah , it 'll be 10 bucks extra
181	Spoken4	User	Ooh , I 'll go ahead and pick it up then .
182	Spoken4	Clerk	So , um , do you know where our store 's located ?
183	Spoken4	User	Yeah , it 's , it 's that one right off of 123 road , right ?
184	Spoken4	Clerk	Yeah , that one .
185	Spoken4	User	Okay , gotcha . Yeah , so do I pay now or
186	Spoken4	Clerk	Oh yeah , since you 're coming in . Why do n't you pay when you come in , it 'll be easier .
187	Spoken4	User	Okay , gotcha . When -- When can I pick it up ?
188	Spoken4	Clerk	It 'll take us about 30 minutes . So come in half and hour .
189	Spoken4	User	Okay . Sounds good . Thank you .
190	Spoken4	Clerk	Yep , no problem . Bye .
191	Spoken5	User	Hello , is this the pizza place ?
192	Spoken5	Clerk	Hi , yes it is . Let me , let me tell you about our specials . First of all , just in case . So first of all , we have a <pizza_type> meat lovers </pizza_type> pizza . There 'll be a <size> large </size> for only $ 10 wait $ 8 .
193	Spoken5	User	Okay .
194	Spoken5	Clerk	We have <topping> pepperoni ham sausage bacon </topping> , all the meats . And then if you 're if you do n't like meat , we do also have a vegan pizza . If you want other vegetables . We can go get them . You know , we 're right next to the market . So , yeah .
195	Spoken5	User	Awesome .
196	Spoken5	Clerk	Go ahead and place your order , whatever you want . If you want one of the specials , you can have <quant> one </quant> of the specials . If you want to just make your own pizza , I guess you could do that too . That 'd be fine .
197	Spoken5	User	I suppose . Can I , can I order now .
198	Spoken5	Clerk	Yes , go ahead .
199	Spoken5	User	Okay , do you guys do tuna on pizza ?
200	Spoken5	Clerk	We did n't . But as I mentioned , there is a supermarket right next to us . So I 'll go and grab you a can of tuna but you ’ ll have to pay that cost .
201	Spoken5	User	That 's fine tuna is like 10 cents . Right ?
202	Spoken5	Clerk	Yes .
203	Spoken5	User	Sorry , I just like tuna , it ’ s my favorite
204	Spoken5	Clerk	Like do you like it raw ?
205	Spoken5	User	Like sushi ? Sushi pizza . That 'd be cool . You guys should do that .
206	Spoken5	Clerk	I 'll take that into account . I 'll think about it . But right now , you just want tuna ?
207	Spoken5	User	A can of tuna and then the other half vegan , because I 'm vegan , but
208	Spoken5	Clerk	That 's so interesting . Yes . Okay . Yeah , I 'm not , I 'm not here to judge
209	Spoken5	User	Yeah , thank you .
210	Spoken5	Clerk	You 're my valued customer .
211	Spoken5	User	What sizes of pizzas , again , sorry .
212	Spoken5	Clerk	We have , we have small , medium , large and extra large .
213	Spoken5	User	Okay , I 'll do a <size> large </size> pizza with , like I said , half tuna and half vegan .
214	Spoken5	Clerk	So do you want the <pizza_type> cheese </pizza_type> on the tuna half and half to be vegan cheese or ?
215	Spoken5	User	Oh , yeah , yeah .
216	Spoken5	Clerk	Okay , okay . So that does make sense . Yeah .
217	Spoken5	User	Yeah .
218	Spoken5	Clerk	Do you have any other pizzas , just for <quant> one </quant>
219	Spoken5	User	Yeah , I think just the one
220	Spoken5	Clerk	Okay . All right . So you 're getting a <size> large </size> pizza all <pizza_type> vegan cheese </pizza_type> and then a can of tuna on half of it . Do you want us to use the whole can of tuna or ?
221	Spoken5	User	Do whatever looks good .
222	Spoken5	Clerk	Okay . And if there 's any leftover tuna in the can will just give you the can .
223	Spoken5	User	That 's awesome . Score .
224	Spoken5	Clerk	That 's great . And so you do n't want any of our specials , you know , either of them . We have the vegan special .
225	Spoken5	User	No .
226	Spoken5	Clerk	No . Okay . All right . All right , let me know if you change your mind . We do n't do delivery . So you 're gon na have to come pick it up .
227	Spoken5	User	Oh really ?
228	Spoken5	Clerk	Yeah . Is that , is that all right ?
229	Spoken5	User	Is your place off of 345 road ?
230	Spoken5	Clerk	Yeah yeah yeah if you just put it in Google Maps , it 'll take you right there . Gotcha . Yep . Okay , great . So a <size> large </size> pizza tuna on half all vegan cheese . You 're going to come pick it up it 'll be about give us 20 minutes . Then you can come on over . Okay . Okay . Sounds good . Alright . Have a good day .
231	Spoken5	User	Okay , goodbye .
232	Spoken6	User	High is this PizzaPizza ?
233	Spoken6	Clerk	Ah , hi , hi , yes it is . What can I get you ?
234	Spoken6	User	I need <quant> three </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizzas here as soon as possible .
235	Spoken6	Clerk	Okay , so , so <quant> three </quant> <size> medium </size> <pizza_type> as- </pizza_type>
236	Spoken6	User	Soon as possible .
237	Spoken6	Clerk	Okay . As soon as possible , so <quant> three </quant> <size> medium </size> .
238	Spoken6	User	Yeah , can I just pay
239	Spoken6	Clerk	Yeah , sure , sure . That 'll be $ <numeric> 20 </numeric>
240	Spoken6	User	Okay , that 's pretty expensive for <quant> three </quant> pizzas . Do n't you think ? Can I get a discount ?
241	Spoken6	Clerk	Sorry no , you can go somewhere else if you don ’ t agree .
242	Spoken6	User	That 's super unfair . I think
243	Spoken6	Clerk	I really ca n't help you . That ’ s the cost .
244	Spoken6	User	There 's no coupons or no nothing .
245	Spoken6	Clerk	Um , if you get our <pizza_type> meat lover special </pizza_type> which also has meat on it like you asked . That 'll be a-
246	Spoken6	User	But I just want <pizza_type> pepperoni </pizza_type> .
247	Spoken6	Clerk	It 's gon na be $ <numeric> 20 </numeric>
248	Spoken6	User	Man , I do n't have time for this . Three pizzas for $ <numeric> 20 </numeric>
249	Spoken6	Clerk	Okay . Three medium <topping> sausage </topping> pizza . Yeah , okay . We can deliver it . That 'll be an extra $ <numeric> 10 </numeric>
250	Spoken6	User	yeah sure whatever
251	Spoken6	Clerk	OK , so now your total comes to $ 30 going to pay now or ?
252	Spoken6	User	Pay now is good . So that I can hurry up .
253	Spoken6	Clerk	Okay . All right . What 's your card number .
254	Spoken6	User	<numeric> 12345 </numeric>
255	Spoken6	Clerk	Okay , great . Yeah . When does your card expire ?
256	Spoken6	User	<numeric> 1/20 </numeric>
257	Spoken6	Clerk	Okay , cool
258	Spoken6	User	Yeah .
259	Spoken6	User	My pin is <numeric> 3333 </numeric> .
260	Spoken6	Clerk	I don ’ t think you should be giving out over the phone , but that sounds great .
261	Spoken6	User	Don ’ t tell me what to do . The customer is always right yeah
262	Spoken6	Clerk	So , okay , we 'll be giving you <quant> three </quant> <size> medium </size> <pizza_type> sausage </pizza_type> pizza for $ 30 . We ’ ll deliver it .
263	Spoken6	User	Make it on the double , like
264	Spoken6	Clerk	What it is , well , yeah , what 's your address .
265	Spoken6	User	123 road
266	Spoken6	Clerk	Okay , so we 'll show up at 123 road in in <time> 20 minutes </time> . Hopefully that 's fast enough for you .
267	Spoken6	User	Okay , you better be faster .
268	Spoken6	Clerk	Okay , great .
269	Spoken6	User	Okay , goodbye .
270	Spoken6	Clerk	All right , bye .
271	Text1	Clerk	Welcome to pizza.com , where we get you the perfectly crafted pizza of your dreams .
272	Text1	User	Hi can i have pizza
273	Text1	Clerk	Okay , What kind of pizza ?
274	Text1	User	I ’ m <numeric> five </numeric>
275	Text1	Clerk	Five pizzas ?
276	Text1	User	Okay
277	Text1	Clerk	What kind of pizza for each ?
278	Text1	User	I like cheese pizza best
279	Text1	Clerk	So 5 cheese pizzas ?
280	Text1	User	Yes ! ! ! !
281	Text1	Clerk	Okay what size ? Small/med/large
282	Text1	User	The biggest please
283	Text1	Clerk	Okay <quant> 5 </quant> <size> large </size> <pizza_type> cheese </pizza_type> pizzas , that will be 100 dollars
284	Text1	User	I don ’ t think i have money
285	Text1	Clerk	Okay , how will you pay for the pizzas ?
286	Text1	User	I think my mom can pay
287	Text1	Clerk	Okay , When should we have the pizzas ready ?
288	Text1	User	Now !
289	Text1	Clerk	Okay now will be in <time> 30 minutes </time> , and what name should we put down ?
290	Text1	User	My name is <name> bob </name>
291	Text1	Clerk	Okay bob , we will have your pizzas ready in <time> 30 minutes </time> and you will pay on arrival .
292	Text1	User	Okay
293	Text1	Clerk	Goodbye !
294	Text1	User	Bye ! ! ! ! : )
295	Text2	Clerk	Hello and welcome to the Pizza Place , how can I help you ?
296	Text2	User	Hi , I ’ m new to ordering online , what do I do ?
297	Text2	Clerk	Great ! Just tell me what size pizza , what toppings you ’ d like , and whether you want to do delivery or pickup .
298	Text2	User	Did you see my message , sorry I am old .
299	Text2	Clerk	That ’ s okay , yes I got your message . What size pizza do you want ?
300	Text2	User	<quant> 1 </quant> <size> large </size> <pizza_type> cheese </pizza_type> pizza and <quant> 1 </quant> <size> large </size> <pizza_type> ham </pizza_type> pizza please and thank you
301	Text2	Clerk	Okay great , <quant> 1 </quant> <size> large </size> <pizza_type> cheese </pizza_type> and <quant> 1 </quant> <size> large </size> <pizza_type> ham </pizza_type> . Is that all ?
302	Text2	User	Yes , thank you . Where should I pick it up ?
303	Text2	Clerk	You can pick it up at 123 Road , or we can deliver it to you .
304	Text2	User	Oh wow you deliver ! Technology is wild these days . Deliver it to me , please .
305	Text2	Clerk	Okay , we just need your address .
306	Text2	User	123 road off of <numeric> 456 </numeric>
307	Text2	Clerk	Okay , great . Your total is $ 20 , how would you like to pay ?
308	Text2	User	Real paper money , none of that plastic card money please .
309	Text2	Clerk	Okay , you can pay our driver when they come to drop the pizza off . Unless you have any other questions , you ’ re good to go !
310	Text2	User	Thank you robot person .
311	Text2	Clerk	No problem .
312	Text3	Clerk	Welcome to best pizza ever , how may I take your order ?
313	Text3	User	Do you guys not take phone orders anymore ?
314	Text3	Clerk	No
315	Text3	User	Okay fine . I want <quant> 3 </quant> pizzas .
316	Text3	Clerk	Okay , what kind ?
317	Text3	User	All just cheese , no toppings . That ’ s all .
318	Text3	Clerk	Okay
319	Text3	User	How do I get the pizzas ? Are you going to ask me to pay ?
320	Text3	Clerk	Yes it costs $ <numeric> 20 </numeric>
321	Text3	User	Okay , well , I want to pay with card but I ’ m not going to put my card info into an online chatbox . How can I pay ?
322	Text3	Clerk	You can pay our delivery person when they arrive .
323	Text3	User	I don ’ t want them to know my card info either . Can I <modality> pick up </modality> the pizza ?
324	Text3	Clerk	Yes
325	Text3	User	Okay when will it be ready ?
326	Text3	Clerk	It will take around 30 minutes , and you will pay when you get to BestPizzaEver
327	Text3	User	Okay I ’ m actually sitting outside so I ’ ll come in to wait .
328	Text3	Clerk	Okay come inside in <time> 30 minutes </time> . Thanks !
329	Text3	User	Okay bye
330	Text4	Clerk	Welcome to our pizza website , would you like to hear our specials ?
331	Text4	User	Yes , please !
332	Text4	Clerk	Okay , we have the Meat Lovers Pizza and the Vegan Pizza .
333	Text4	User	Yum , sounds good . I ’ ll have <quant> one </quant> of each .
334	Text4	Clerk	Okay , that ’ ll be $ 2 . How would you like to pay ?
335	Text4	User	$ 2 per pizza or total ?
336	Text4	Clerk	Total , each pizza is $ 1 . How would you like to pay ?
337	Text4	User	Can I pay with bitcoin ?
338	Text4	Clerk	Yes , we actually just set up our bitcoin payment processing yesterday . That will be .000002 bitcoin .
339	Text4	User	Awesome , I will transfer the funds . When can I expect the pizza to be delivered ?
340	Text4	Clerk	It depends on where you live . Can I have your address ?
341	Text4	User	654 lane !
342	Text4	Clerk	Great , you live about 20 minutes away from our location , so once the pizzas are done in <time> 30 min </time> , we ’ ll send them right over . It ’ ll be about 50 minutes .
343	Text4	User	Sounds good , thanks !
344	Text4	Clerk	No , thank you !
345	Text5	Clerk	Welcome to Grover ’ s Pizza , how may I take your order ?
346	Text5	User	You can take it by asking me what I want .
347	Text5	Clerk	Sure , what would you like ?
348	Text5	User	What do you have ?
349	Text5	Clerk	Cheese , pepperoni , <topping> sausage </topping> , haiwaiian , vegan
350	Text5	User	Is the <pizza_type> pepperoni </pizza_type> free range ?
351	Text5	Clerk	What is free range ?
352	Text5	User	Were the pigs given a happy life ?
353	Text5	Clerk	I believe so !
354	Text5	User	Hmm , okay . What is the vegan pizza ?
355	Text5	Clerk	Vegan cheese , vegan <topping> sausage </topping> , and <topping> cilantro </topping>
356	Text5	User	Okay , I ’ d like the vegan pizza with the <crust> regular </crust> <pizza_type> pepperoni </pizza_type> please .
357	Text5	Clerk	Okay sounds , good . Would you like to pay now or when you <modality> pick up </modality> ?
358	Text5	User	Can you read me back my order first ?
359	Text5	Clerk	Sure , 1 vegan pizza ( large ) with <crust> regular </crust> <pizza_type> pepperoni </pizza_type>
360	Text5	User	Oh , I wanted the pizza to be a small . Can you change that ?
361	Text5	Clerk	Yes , 1 vegan pizza ( small ) with <crust> regular </crust> <pizza_type> pepperoni </pizza_type>
362	Text5	User	Thank you !
363	Text5	Clerk	Sounds good , it will be ready in <address> 20 min at our 12345 location </address> .
364	Text5	User	Okay , I ’ ll pay when I pick it up .
365	Text5	Clerk	Great , see you soon !
366	Text6	Clerk	Hello , can I take your order ?
367	Text6	User	Is this pizza palace ?
368	Text6	Clerk	No , this is pizza parlor , can we still give you some pizza ?
369	Text6	User	Do you have <pizza_type> cheese </pizza_type> pizza ?
370	Text6	Clerk	I think so .
371	Text6	User	I ’ ll take <quant> 2 </quant> <size> large </size> <pizza_type> cheese </pizza_type> pizzas and some <side> garlic breadsticks </side>
372	Text6	Clerk	We actually don ’ t serve garlic breadsticks , but I can offer you garlic knots instead .
373	Text6	User	Okay that works , how much will that cost me ?
374	Text6	Clerk	It ’ ll be $ 30 . Are you going to pick up or do you want it delivered ?
375	Text6	User	I will pick it up , when will it be ready ?
376	Text6	Clerk	In about 20 minutes . Do you want to pay over the phone or when you get here ?
377	Text6	User	I will pay when I arrive .
378	Text6	Clerk	Okay great , see you then .
379	Text7	Clerk	Welcome to Grover ’ s Italian Restaurant and Grill .
380	Text7	User	Hi , I ’ d like to order two pizzas please .
381	Text7	Clerk	Great , what kinds of pizzas can I get you ?
382	Text7	User	I ’ d like one veggie and one meat pizza .
383	Text7	Clerk	Awesome , I can do that for you . What size for each pizza ?
384	Text7	User	Both large .
385	Text7	Clerk	Sounds good , that will be $ 40 when you arrive .
386	Text7	User	Oh , actually , wait , can I have <quant> two </quant> veggie pizzas instead ?
387	Text7	Clerk	Sure , the total will be the same .
388	Text7	User	Oh , in that case I want <quant> two </quant> <pizza_type> meat </pizza_type> pizzas .
389	Text7	Clerk	Sure , the total will be the same .
390	Text7	User	Do you guys sell soda ?
391	Text7	Clerk	Yes , we sell 2 liter bottles , all pepsi products .
392	Text7	User	Great , I ’ ll take <quant> one 2 </quant> liter of Coke .
393	Text7	Clerk	Will Pepsi work ?
394	Text7	User	I guess so , sure .
395	Text7	Clerk	Awesome , that brings your total to $ 45 .
396	Text7	User	Okay , when will it be ready ?
397	Text7	Clerk	Around 5:30pm .
398	Text7	User	Okay , see you then .
399	Text7	Clerk	Thank you for your business !
400	Text8	Clerk	What can I get you ?
401	Text8	User	I ’ d like <quant> one </quant> <pizza_type> pepperoni </pizza_type> and <quant> one </quant> <topping> sausage </topping> .
402	Text8	Clerk	Size ?
403	Text8	User	Medium for both , please .
404	Text8	Clerk	It ’ ll be ready in <time> 20 minutes </time> , you can pay when you get here .
405	Text8	User	Thanks , see you soon .
406	Text9	Clerk	Hi , this is Pizza , How may I help you ?
407	Text9	User	Do you serve calzones ?
408	Text9	Clerk	Yes we do , it so happens that today we have a special , 2 calzones for $ 10 .
409	Text9	User	Wow great , can I get a calzone with all your veggie toppings inside ?
410	Text9	Clerk	Yes , it ’ s called the salad calzone .
411	Text9	User	Does it still have cheese and sauce ?
412	Text9	Clerk	Yup ! Marinara and mozzarella .
413	Text9	User	Okay , I ’ ll have <quant> two </quant> of those salad calzones and that ’ s it .
414	Text9	Clerk	Awesome , that will be $ 10 . Would you like to <modality> pick up </modality> or have it delivered ?
