	Conversation	Speaker	Transcript
45	Spoken_2	User	And spinach
46	Spoken_2	Clerk	And spinach . Gotcha , okay .
47	Spoken_2	User	Awesome
48	Spoken_2	Clerk	Great
49	Spoken_2	User	Um
50	Spoken_2	Clerk	Um
51	Spoken_2	User	So for the <pizza_type> cheese </pizza_type> pizza , um , can you do extra cheese like a lot of extra cheese ?
52	Spoken_2	Clerk	Yes . Okay extra we can do extra do you want like just normal cheese , do you want the the <pizza_type> four cheese </pizza_type> uh
53	Spoken_2	User	Four cheese , <pizza_type> four cheese </pizza_type>
54	Spoken_2	Clerk	Ok great so <pizza_type> four cheese </pizza_type> , heavy on the <pizza_type> cheese </pizza_type> ,
55	Spoken_2	User	Yeah
56	Spoken_2	Clerk	Great
57	Spoken_2	User	Do you guys also have , um brownies ? They.re asking for brownies .
58	Spoken_2	User	Ummm might as well go <size> large </size>
59	Spoken_2	Clerk	Okay , great . Um , anything else , any drinks ?
60	Spoken_2	User	Can I get uh , Dr. Pepper . and . a Sprite
61	Spoken_2	Clerk	Yeah , and what size do you want on those ?
62	Spoken_2	User	The two-liter bottles ? Do you have them ?
63	Spoken_2	Clerk	Yes , you bet . Okay .
64	Spoken_2	User	Do you give , um , cups and napkins , too ?
65	Spoken_2	Clerk	Yeah , yeah I can do that . Um , yeah , that.ll be . we can give you , for <quant> 50 </quant> cents , we can give you , um , all of the spare cups you need .
66	Spoken_2	User	Okay , think we.re gon na need . ten should be good if you have like a set of ten
67	Spoken_2	Clerk	Yeah
68	Spoken_2	User	And then a bunch of napkins
69	Spoken_2	Clerk	tons of napkins gotcha
70	Spoken_2	User	and do you also have those little packets with the uh Italian herb
71	Spoken_2	Clerk	Yeah ! We , we put those in every order . Yeah , you.re good .
72	Spoken_2	User	Okay thank you . Alright , um , think that.s it
73	Spoken_2	Clerk	Cool so that.s a <size> large </size> <pizza_type> four cheese </pizza_type> pizza extra cheese , um a <size> large </size> <pizza_type> pizza pepperoni </pizza_type> on <quant> one </quant> <topping> half sausage </topping> on the other half . A large pizza with <topping> mushrooms </topping> , spinach , and feta a <size> large </size> <address> brown thaties two liter Dr. Pepper two liter sprite </address> and , uh , that is , does that sound correct ?
74	Spoken_2	User	Uh , also cups and napkins
75	Spoken_2	User	Yes . So , card number is <address> zero zero zero two </address> ,
76	Spoken_2	Clerk	Okay
77	Spoken_2	User	And then expiration date is <numeric> zero one one three </numeric>
78	Spoken_2	Clerk	All right
79	Spoken_2	User	And the name for it is . Melanie
80	Spoken_2	Clerk	Okay and can I get the billing zip code on that ?
81	Spoken_2	User	Oh , billing zip code .
82	Spoken_2	Clerk	Is it the same as delivery ?
83	Spoken_2	User	Yeah
84	Spoken_2	Clerk	Great
85	Spoken_2	User	<numeric> 33123 </numeric>
86	Spoken_2	Clerk	Okay so that.s card number zero <numeric> zero zero two </numeric> , expiration <numeric> zero one </numeric> thirteen , uh , card name is Melanie and the billing zip code is <numeric> 33123 </numeric>
87	Spoken_2	User	Yes yeah that.s right
88	Spoken_2	Clerk	Great . Okay ! Uh ,
89	Spoken_2	User	Do you know how long that should take ?
90	Spoken_2	Clerk	Yeah so um , it , I think that.s going to take , we.re going to get it ready for you in about twenty minutes and it.ll take another twenty minutes for us to get that out to you , and you can follow along on our online tracking system .
91	Spoken_2	User	Oh cool okay
92	Spoken_2	Clerk	So can I get an email to send the information to you ?
93	Spoken_2	User	Um , it.s <email> m e l a n i e e e at email dot com </email> .
94	Spoken_2	Clerk	Great . M e l a n i e e e at email dot com ?
95	Spoken_2	User	Yep
96	Spoken_2	Clerk	Cool , So you will be getting your <size> large </size> <pizza_type> four cheese large pepperoni sausage large mushroom </pizza_type> feta spinach large brownies , Dr. Pepper , Sprite , cups , napkins to <address> 1200 Crystal Ave Seattle </address> in forty minutes !
97	Spoken_2	User	Ok awesome thank you
98	Spoken_2	Clerk	Great thank you
99	Spoken_3	Clerk	Hi this is Domino.s , what can I get you today ?
100	Spoken_3	User	Hi , do you -- can I -- can I get a <size> small </size> pizza , just cheese . And is your sauce like a flavorful -- do you have like a spicy sauce and a super plain sauce like just tomato
101	Spoken_3	Clerk	We only have our signature tomato sauce
102	Spoken_3	User	Ok , um , if you could just um ... let.s do that cheese but if you put on any other herbs or spices , like if there.s like a parsley sprinkle or anything , I need you to leave it off -- just as plain as possible
103	Spoken_3	Clerk	Um , we can do that , we can do that
104	Spoken_3	User	Great , thank you
105	Spoken_3	Clerk	Alright ! Um , do you want a drink ? Or any sides ?
106	Spoken_3	User	[ aside ] Hey , do you want ... do you wan na get a lemonade , do you want milk -- [ phone ] Do you have milk ?
107	Spoken_3	Clerk	Milk ? Um , sorry , we don.t serve milk
108	Spoken_3	User	[ aside ] Ok ... ok ... no you can.t have , no [ phone ] Let.s do -- let.s do a <size> small </size> <beverage> lemonade </beverage>
109	Spoken_3	Clerk	Small lemonade ... fountain drink ?
110	Spoken_3	User	Yes
111	Spoken_3	Clerk	Alright ! Any sides for you today ?
112	Spoken_3	User	No um can I - can I also get , um , a <size> medium </size> <pizza_type> hawaiian </pizza_type> pizza ?
113	Spoken_3	Clerk	Um actually sorry ma.am we.re out of our pineapples today so we won.t be able to --
114	Spoken_3	User	Oh
115	Spoken_3	Clerk	-- make the <size> Hawaiian </size>
116	Spoken_3	User	Ok , um ... oh god , ok
117	Spoken_3	Clerk	Um , can I interest you in our experimental mandarin ?
118	Spoken_3	User	Sure , sure let.s do that
119	Spoken_3	Clerk	So it.s just like a Hawaiian , but it has mandarin oranges instead
120	Spoken_3	User	Perfect . Perfect , let.s do it
121	Spoken_3	Clerk	Alright anything else I can get for you today ma.am ?
122	Spoken_3	User	I think that.s it , alright , yeah
123	Spoken_3	Clerk	Ok ! So is this for <modality> pickup </modality> or delivery ?
124	Spoken_3	User	Delivery
125	Spoken_3	Clerk	And can I get the <modality> delivery </modality> address ?
126	Spoken_3	User	Yeah um it.s <address> 321 6th avenue northeast </address> , um , Seattle , Washington , <numeric> 00000 </numeric>
127	Spoken_3	Clerk	Alright , so just to repeat your order that.ll be a <size> small </size> <pizza_type> um extra plain cheese </pizza_type> pizza with absolutely no herbs or spices added in
128	Spoken_3	User	Yes
129	Spoken_3	Clerk	a <size> small </size> <pizza_type> fountain </pizza_type> drink -- Lemonade
130	Spoken_3	User	Yes
131	Spoken_3	Clerk	And a <size> medium </size> , uh , Mandarin
132	Spoken_3	User	Absolutely
133	Spoken_3	Clerk	Alright , can I get your card information ?
134	Spoken_3	User	Yeah , hang on . Ok , so number is <numeric> 5600 </numeric> . Um , expiration date <numeric> 00/12 </numeric> , um and the code on that is <numeric> 123 </numeric>
135	Spoken_3	Clerk	Alright ... uh , can I get your name ?
136	Spoken_3	User	Yeah , um , it.s uh , Jonathan Ives
137	Spoken_3	Clerk	Okay , Jonathan Ives ... I have your card information as number 5600 , expiration date is <numeric> 00/12 </numeric> , uh , security code <numeric> 123 </numeric> and Johnathan Ives , alright , so , is there anything else that I can do for you today ?
138	Spoken_3	User	Just get the pizza to me quickly , that.s all I ask of you
139	Spoken_3	Clerk	Alright , we.ll have it to you in about <time> 20 minutes </time> or so
140	Spoken_3	User	Great . Okay , great .
141	Spoken_3	Clerk	Right , you have a great rest of your day
142	Spoken_3	User	You too
143	Spoken_4	Clerk	Hello ! Hi ! This is Domino.s pizza what can I get for ya ?
144	Spoken_4	User	Hi I just wanted to know what sides you have
145	Spoken_4	Clerk	Yeah ! ok so we.ve got the small , and that.s gon na be ten inches , great if you are two people or one hungry person
146	Spoken_4	User	Oh no , sorry , I want , um , sides , like not of pizza , I wan na know what sides
147	Spoken_4	Clerk	Sides . Sides ! Oh , you bet ! You bet ok we got our garlic breadsticks um you got the classic warm and melty brownies , um and seasonal we also have some cinnamon sticks going on
148	Spoken_4	User	Uh so the bread sticks are they soft
149	Spoken_4	Clerk	The bread sticks okay so they.re going to have a soft center but they have that good crisp on the outside
150	Spoken_4	User	Do you have any <side> pasta </side>
151	Spoken_4	Clerk	No , sorry , no pasta . I wish
152	Spoken_4	User	Uh are you sure that you don.t have pasta cause I.m pretty sure that I.ve called a Domino.s before and they had pasta .
153	Spoken_4	Clerk	Um , well our offerings can vary location to location . We.re actually trying out a pilot program um where some of our Domino.s are offering some extra offerings , but unfortunately this location we have not caught up to the times yet we are still on our basic pizza offerings
154	Spoken_4	User	Okay . Well I.ll just get the <side> garlic bread I.ll </side> get <quant> two </quant> orders of that .
155	Spoken_4	Clerk	Okay great !
156	Spoken_4	User	And I.ll get that for <modality> pickup </modality> .
157	Spoken_4	Clerk	Okay .
158	Spoken_4	User	Uh , is this the location at <address> 123 Sunset </address> ?
159	Spoken_4	Clerk	Yep , that.s us
160	Spoken_4	User	Wanted to make sure . Two orders of <side> garlic bread </side> , um , my card information is , uh <numeric> 1234 </numeric>
161	Spoken_4	Clerk	Uh huh
162	Spoken_4	User	Uh my name is <name> Johnson </name>
163	Spoken_4	Clerk	Okay .
164	Spoken_4	User	And um uh my security code for that is <numeric> 000 </numeric> and the expiration is <numeric> 12/12 </numeric> .
165	Spoken_4	Clerk	Alright , and a billing zip code on that ?
166	Spoken_4	User	That.s gon na be 11234 .
167	Spoken_4	Clerk	Great . So that.s 1234 is the card number for Johnson and security code <numeric> 000 </numeric> expiration <numeric> 12/12 </numeric> and zip code <numeric> 11234 </numeric> does that sound right ?
168	Spoken_4	User	Yeah .
169	Spoken_4	Clerk	Great .
170	Spoken_4	User	Oh how long . um how long should it be before the <side> garlic bread </side> . do you have that ready .
171	Spoken_4	Clerk	That.ll be ready for ya in ten minutes !
172	Spoken_4	User	Okay . Order should be there in <time> ten minutes </time> I think , yeah .
173	Spoken_4	Clerk	Okay cool , well we.ll see you in ten minutes !
174	Spoken_4	User	Okay . Uh , alright bye .
175	Spoken_4	Clerk	Great thanks .
176	Spoken_5	Clerk	Hi , this is Domino.s ! Can I take your order ?
177	Spoken_5	User	Hi ! Can I get a <size> large </size> <pizza_type> cheese </pizza_type> pizza , <size> large </size> <pizza_type> pepperoni </pizza_type> pizza , and <size> extra large </size> <pizza_type> supreme </pizza_type> pizza with <quant> no </quant> <topping> peppers </topping> on it
178	Spoken_5	Clerk	Uh , what was that last one ?
179	Spoken_5	User	Extra <size> large </size> <pizza_type> supreme </pizza_type> pizza , no <topping> peppers </topping>
180	Spoken_5	Clerk	Okay , alright that.s a <size> large </size> <pizza_type> cheese </pizza_type> , <size> large </size> <pizza_type> pepperoni </pizza_type> , extra <size> large </size> <pizza_type> supreme </pizza_type> no <topping> peppers </topping>
181	Spoken_5	User	Yes , and , uh we.ll get that for <modality> delivery </modality> , um , to <address> 84 48th street suite 12 </address> .
182	Spoken_5	Clerk	Alright , that.s <address> 84 48th street suite 12 </address>
183	Spoken_5	User	Yes and you.re gon na go up the stairs and down the left hallway and we.re the first on the right
184	Spoken_5	Clerk	Alright . Okay , um can I get you any drinks , or sides to go with that order ?
185	Spoken_5	User	No thank you
186	Spoken_5	Clerk	Can I get your card information ?
187	Spoken_5	User	Yes , the number is <numeric> 670 </numeric> , the expiration date <numeric> 12/12 </numeric> , card security code is <numeric> 567 </numeric> , zip code on that is <numeric> 19283 </numeric> , and the name on that is Jennifer
188	Spoken_5	Clerk	Okay so that.ll be card number 670 , expiration date --
189	Spoken_5	User	<numeric> 6780 </numeric>
190	Spoken_5	Clerk	6780 and then expiration is <numeric> 12/12 </numeric>
191	Spoken_5	User	Mhm
192	Spoken_5	Clerk	Uh , code is <numeric> 567 </numeric> and zip code is <numeric> 19283 </numeric> for Jennifer ?
193	Spoken_5	User	You bet !
194	Spoken_5	Clerk	Alright , so we should have that to you about , uh , 30 minutes or so from now
195	Spoken_5	User	Okay
196	Spoken_5	Clerk	Okay , and that.ll come to about $ <numeric> 57 </numeric>
197	Spoken_5	User	Perfect
198	Spoken_5	Clerk	Alright we.ll get that to you soon , you have a great rest of your day
199	Spoken_5	User	You too
200	Spoken_6	Clerk	Hey hey this is Domino.s what can I get for ya
201	Spoken_6	User	Hi so I have a milk allergy , um
202	Spoken_6	Clerk	okay
203	Spoken_6	User	Do you have pizza , uh , is your crust made with milk .cause I can.t have it cooked into anything either
204	Spoken_6	Clerk	Right , okay , well first of all um , we do have a very milk heavy kitchen so I do wan na warn you that there is the risk of cross-contamination
205	Spoken_6	User	Okay
206	Spoken_6	Clerk	Is that alright with you ?
207	Spoken_6	User	I guess I -- I guess that.s fine
208	Spoken_6	Clerk	We can switch our gloves and all and , we.ll do as much as we can but again I , you know , it.s a lot of cheese , in the air
209	Spoken_6	User	Yeah , well , I , it.s not a severe milk allergy
210	Spoken_6	Clerk	Okay
211	Spoken_6	User	Um , yeah
212	Spoken_6	Clerk	Okay
213	Spoken_6	User	If you can have a milkless crust ?
214	Spoken_6	Clerk	Yes , so our thin crust is gon na be dairy-free
215	Spoken_6	User	Alright . And then , um , what about <pizza_type> cheese </pizza_type> options
216	Spoken_6	Clerk	Um , well , we have a mozzarella , we have a romano , we have a <pizza_type> four cheese </pizza_type> blend ?
217	Spoken_6	User	Are all those cheeses , do they have dairy-free options ?
218	Spoken_6	Clerk	No , sorry we don.t have any dairy free cheeses .
219	Spoken_6	User	Oh it.s okay I.ll just get , um , can I get a custom pizza ? With --
220	Spoken_6	Clerk	Yes
221	Spoken_6	User	So can I get the <crust> thin </crust> crust and then just like a really thick layer of the tomato sauce ?
222	Spoken_6	Clerk	Uh , you bet , we can do that
223	Spoken_6	User	And then , like , all the vegetables you have
224	Spoken_6	Clerk	All the vegetables , okay we got spinach , we got uh mushroom , we got red peppers , yellow peppers , banana peppers -- that all sound good ?
225	Spoken_6	User	Um , I hate <topping> mushrooms </topping> , can you just-can you just do the red and yellow pepper ?
226	Spoken_6	Clerk	Okay , yep !
227	Spoken_6	User	Okay , um ... d-do you have uh , like , <side> garlic bread </side> ? Without milk
228	Spoken_6	Clerk	No , sorry the <side> garlic bread </side> does have a butter on it
229	Spoken_6	User	Can- Is it premade ? Or can you get , can you , um , not put the butter on it ?
230	Spoken_6	Clerk	I would have to check if the bread itself has dairy in it . Uh --
231	Spoken_6	User	You know what , it.s okay , nevermind . I.ll just --
232	Spoken_6	Clerk	Okay
233	Spoken_6	User	I.ll just get the pizza , sorry . I want that for , uh , pickup .
234	Spoken_6	Clerk	Okay
235	Spoken_6	User	So , my card information is <numeric> 000 </numeric> and expiration date <numeric> 07/11 </numeric> , and then name is <name> Avery </name>
236	Spoken_6	Clerk	Okay
237	Spoken_6	User	And , um , oh the-the zip code is <numeric> 11111 </numeric>
238	Spoken_6	Clerk	Okay great Amy , so that.s can I --
239	Spoken_6	User	Sorry- the name is <name> Avery </name>
240	Spoken_6	Clerk	Avery ? Can you spell that for me ?
241	Spoken_6	User	A v e r y
242	Spoken_6	Clerk	A v e r y , Avery , ok so that card number is <numeric> 007 </numeric> , and expiration date <numeric> 07/10 </numeric> ,
243	Spoken_6	User	Um , sorry , the card information is <numeric> 000 </numeric> And --
244	Spoken_6	Clerk	Okay , <numeric> 000 </numeric>
245	Spoken_6	User	And then the , uh , the expiration date is <numeric> 07/11 </numeric>
246	Spoken_6	Clerk	07/11 , ok , gotcha and th zip code on that is <numeric> 11111 </numeric>
247	Spoken_6	User	That.s right
248	Spoken_6	Clerk	Great Alright , so that.ll be your -- oh what size of pizza do you want ? So , you.re getting a thin-
249	Spoken_6	User	Oh
250	Spoken_6	Clerk	-crust , um , in the <crust> thin </crust> crust we don.t have a <size> small </size> <pizza_type> available </pizza_type> for the thin but we do have a <size> medium </size> and <size> large </size>
251	Spoken_6	User	I.ll take a <size> medium </size>
252	Spoken_6	Clerk	Medium , okay , so <size> medium </size> <crust> thin </crust> crust pizza , lots of tomato sauce , and <topping> red peppers </topping> on that
253	Spoken_6	User	Yeah . Oh , sorry , can I also get the <topping> yellow pepper </topping>
254	Spoken_6	Clerk	Uh-huh ... you bet , alright and that.ll be for <modality> pickup </modality> and that.s gon na be ... um.8 dollars and 47 cents charged to that 000 card and -- is that alright ?
255	Spoken_6	User	Yeah that.s fine
256	Spoken_6	Clerk	Okay . And that.ll be ready for <modality> pickup </modality> for you in <time> 20 minutes </time> .
257	Spoken_6	User	Alright , I.ll be there in <time> 20 minutes </time>
258	Spoken_6	Clerk	Alright , bye Amy have a nice day
259	Spoken_6	User	Bye
260	Text_1	Clerk	Hi , this is JoAnne at Domino 's ! How can I help you today ?
261	Text_1	User	Hi , I wanted to order a <size> small </size> <pizza_type> pepperoni </pizza_type> and a <size> large </size> <beverage> fountain drink </beverage>
262	Text_1	Clerk	Okay ! And is that small <pizza_type> pepperoni </pizza_type> on <crust> thin </crust> or thick crust ?
263	Text_1	User	thick crust please
264	Text_1	Clerk	You bet ! Small thick crust <pizza_type> pepperoni </pizza_type> . Is this for <modality> pickup </modality> or delivery ?
265	Text_1	User	Pickup , but can I schedule it for an hour from now ?
266	Text_1	Clerk	Yes , we can do that ! Would you like us to prepare the fountain drink for you or would you just like the cup to fill yourself when you get here ?
267	Text_1	User	You can go ahead and fill it now , I do n't want any ice . Do you have Coke or Sprite ?
268	Text_1	Clerk	We have Pepsi or Sierra Mist ?
269	Text_1	User	I 'll take the Sierra Mist
270	Text_1	Clerk	Great , we 'll have that <size> small </size> <pizza_type> pepperoni </pizza_type> and <size> large </size> Sierra Mist ready for you at 4 pm for $ 7.47 . Can I get a name for the order ?
271	Text_1	User	My name is <name> Ann </name>
272	Text_1	Clerk	Alright Ann ! Can I get your credit card for the order ?
273	Text_1	User	CC number is <numeric> 7899 </numeric> , code is <numeric> 322 </numeric> and expiration date is <numeric> 8832 </numeric>
274	Text_1	User	Same name and zip code is <numeric> 56789 </numeric>
275	Text_1	Clerk	Great ! I 'll charge that $ 7.47 to your card 7899 .
276	Text_1	Clerk	We 'll have that order ready for you at 4 pm , Ann ! See you soon and take care .
277	Text_1	User	Thanks !
278	Text_2	Clerk	Hi ! This is Jake from Dominoes ! What can I do for you today ?
279	Text_2	User	Hey Jake ! <quant> 14 </quant> <size> inch </size> Hawaiian please !
280	Text_2	Clerk	No problem . Would you like any sides or a drink to go with that ?
281	Text_2	User	Just the 'za !
282	Text_2	Clerk	Alright , that 'll come to $ 15.64 . Can I get your name and card information ?
283	Text_2	User	Aw man , did you raise your prices ?
284	Text_2	Clerk	Yes , we recently restructured our menu options and the Hawaiian is now a premium pizza option .
285	Text_2	User	Gotcha ! Well , I will feel extra fancy tonight eating my premium pizza .
286	Text_2	User	It 's Jack Johnson , 1564 , expires <numeric> 01/21 </numeric> , and the code on that is <numeric> 678 </numeric> ! Zip code <numeric> 07070 </numeric> .
287	Text_2	Clerk	Fantastic ! Is this for <modality> pickup </modality> or delivery ?
288	Text_2	User	Can I get it <modality> delivered </modality> to Earl 's on 75th ?
289	Text_2	Clerk	We can do that . That 'll set your delivery time to 30 minutes , charging $ 15.64 to your 1564 card .
290	Text_2	User	Excellent !
291	Text_2	Clerk	We 'll have the pizza to you soon !
292	Text_2	Clerk	Have a great day .
293	Text_2	User	You too pal !
294	Text_3	User	ring ring
295	Text_3	Clerk	Hey hey you 've reached Domino 's on 75th , what can I do for ya today ?
296	Text_3	User	I wan na get a <crust> regular </crust> <pizza_type> cheese </pizza_type> pizza , no drink or side please
297	Text_3	Clerk	Sure sure ! What size on that pizza ?
298	Text_3	User	Large , delivered to <address> 1566 Castle Drive </address>
299	Text_3	User	My card info is <numeric> 5444 expr 16/15 </numeric> name Cassidy
300	Text_3	Clerk	Large cheese pizza to <address> 1566 Castle Drive </address> !
301	Text_3	Clerk	Alright so that 'll be 8.45 for the pizza and a 5 dollar charge for the delivery , bringing it to <numeric> 13.45 </numeric>
302	Text_3	Clerk	I 'll charge that to your card 5444 expiring 16/15 , Cassidy . Can I get the code on the back ?
303	Text_3	User	How long is it going to take ?
304	Text_3	User	Oh the code is <numeric> 111 </numeric>
305	Text_3	Clerk	111 , thanks !
306	Text_3	Clerk	We 'll have that over to you in about <numeric> 45 </numeric> minutes .
307	Text_3	User	Thanks !
308	Text_3	Clerk	Have a good one Cassidy !
309	Text_3	User	you too
310	Text_4	User	ring ring
311	Text_4	Clerk	Hi this is Dominos , what can I get for you today ?
312	Text_4	User	Hi ! I 'd like a <size> large </size> <pizza_type> meaty </pizza_type> pizza . What do you have that 's just covered in meat ?
313	Text_4	Clerk	Our best option would be the Supreme Meat Lovers pizza for the most toppings -- that includes <topping> onions </topping> , <topping> mushrooms </topping> , <topping> olives </topping> , banana peppers , chicken , beef , italian <topping> sausage </topping> , <topping> bacon </topping> , and <topping> pepperoni </topping> .
314	Text_4	User	Oh fantastic !
315	Text_4	User	That sounds amazing . Can I get that as an <size> extra large </size> ?
316	Text_4	Clerk	Of course ! Would you like anything else with that ?
317	Text_4	User	Do you have breadsticks ?
318	Text_4	Clerk	We do ! We have both plain and <side> garlic butter breadsticks </side> . Which one would you like ?
319	Text_4	User	Garlic butter !
320	Text_4	Clerk	Would you like to add a drink to your order ?
321	Text_4	User	Nope
322	Text_4	Clerk	Alright , that 's an extra <size> large </size> Supreme Meat Lovers pizza with <side> garlic butter bread sticks </side> . That comes to $ 16.23 . Is this for <modality> delivery </modality> or pickup ?
323	Text_4	User	Beautiful . Pickup please !
324	Text_4	Clerk	Great . We can have that ready for you at the 17th street Dominos in about <time> 25 minutes </time> . Can I have your name and card information ?
325	Text_4	User	Perfect . It 's James Dean , number on there is <numeric> 2525 </numeric> , expiration <numeric> 09/55 </numeric> . The code 's <numeric> 555 </numeric> and the zip code is <numeric> 20831 </numeric> !
326	Text_4	Clerk	Alright , we 'll charge the $ 16.23 to your card number 2525 . You have a great day .
327	Text_4	User	You too , bye !
328	Text_5	User	ring ring
329	Text_5	Clerk	Hello , Domino 's on 17th street ! How can I help you ?
330	Text_5	User	Hi , I want to order a <size> medium </size> <pizza_type> cheese </pizza_type> pizza and some bread sticks for <modality> delivery </modality>
331	Text_5	Clerk	Sure ! Do you want that <pizza_type> cheese </pizza_type> pizza with a cheese-stuffed crust ?
332	Text_5	User	Sounds great ! I 'll have that
333	Text_5	Clerk	Great ! Any sides , drinks , or desserts ? We 've got a great stuffed cheesy bread if you 're feelin the <pizza_type> cheese </pizza_type> , or we could do a marbled cookie brownie !
334	Text_5	User	Ooh the marbled cookie brownie sounds tasty , add that on
335	Text_5	Clerk	Great ! And you wanted the bread sticks too , right ?
336	Text_5	User	Yes
337	Text_5	Clerk	Okay , a <size> medium </size> <pizza_type> cheese </pizza_type> pizza with a cheese-stuffed crust , bread sticks , and cookie brownie - that brings you to 14.02 . We have a $ <quant> 5 </quant> <modality> delivery </modality> charge but it 's free with an order over $ 15 , did you want to add anything ?
338	Text_5	User	Add a <size> 16oz </size> <beverage> coke </beverage> please
339	Text_5	Clerk	Perfect ! That 'll be $ 16 flat with <modality> free delivery </modality> . What 's the address ?
340	Text_5	User	<address> 555 Candle Avenue NW , gate code 660 building 4 </address> , I 'll meet the driver outside
341	Text_5	Clerk	Great ! Can I get your credit card information ?
342	Text_5	User	My name is Stephanie Blair , card number is <numeric> 777 </numeric> , expiration date is <numeric> 11/23 </numeric> , code is <numeric> 999 </numeric>
343	Text_5	User	Do you take mastercard ?
344	Text_5	Clerk	We sure do !
345	Text_5	Clerk	So 777 , expiring <numeric> 11/23 </numeric> , code <numeric> 999 </numeric> .
346	Text_5	Clerk	We 'll have that cheesy pizza , bread sticks , cookie brownie , and coke to you in about <time> 30 minutes Stephanie </time> !
347	Text_5	User	Thanks !
348	Text_5	Clerk	Thank you , have a good evening !
349	Text_6	Clerk	Hi , you 've reached Dominos . How can I help you ?
350	Text_6	User	Hi ! Can you deliver to <address> 5803 Green Parkway NE </address> ?
351	Text_6	Clerk	Sorry , due to the snow conditions our drivers are n't able to make it to that address . It looks like there are four locations available for <modality> pickup </modality> near that address . Would you like to hear the options ?
352	Text_6	User	Okay ! Let 's do the 50th street one ?
353	Text_6	Clerk	Great ! What would you like to order ?
354	Text_6	User	A <size> large </size> <pizza_type> supreme </pizza_type> pizza , a <size> large </size> <pizza_type> veggie </pizza_type> , and that 's all !
