	Conversation	Speaker	Transcript
218	Spoken 4	Clerk	Um
219	Spoken 4	User	Uh , <numeric> 12345 </numeric>
220	Spoken 4	Clerk	Wha , What was the end of the , what was the expiration date ?
221	Spoken 4	User	Uh , end of year .
222	Spoken 4	Clerk	Your order , uh , you 're , you 're picking it up ?
223	Spoken 4	User	Yes , ma'am , my daughter , if that 's alright .
224	Spoken 4	Clerk	Yeah , yeah , it should be ready in roughly thirty minutes .
225	Spoken 4	User	Roughly thirty minutes , alright . Thanks .
226	Spoken 4	Clerk	Bye .
227	Spoken 5	User	Ring ring ring
228	Spoken 5	Clerk	Hi , you 've reached Tony 's Authentic Italian Pizzeria . How may I help you today ?
229	Spoken 5	User	Uh , hey , I need <quant> three </quant> pizzas for Friday .
230	Spoken 5	Clerk	What , do you know what kind of pizzas you would like ?
231	Spoken 5	User	Uh , um , there 's uh , <size> large </size> <pizza_type> pepperoni </pizza_type> , a <size> small </size> <pizza_type> veggie supreme </pizza_type> , uh gosh , what does Linda want ? Um , A medium Meat Lovers , uh but extra <topping> pineapple </topping> on it . And , uh , <numeric> two four </numeric> cheeses , both <size> large </size> .
232	Spoken 5	Clerk	Okay , let me just repeat that back to you , make sure I got everything . Um , so I have a <size> large </size> <pizza_type> pepperoni </pizza_type> , a <size> small </size> <pizza_type> vegan supreme </pizza_type> , a <size> medium </size> Meat Lovers with <topping> extra pineapple </topping> , and <quant> two </quant> <size> large </size> <pizza_type> four </pizza_type> cheeses , is that all correct ?
233	Spoken 5	User	Could I get , uh , so I need these for Friday , um , like , when do you make â€�em ?
234	Spoken 5	Clerk	If you want them for Friday , we can make them the day of and if you just tell us what time that you want to pick them up , or if you want us to del- deliver them to you , we can have , make them fresh for that time .
235	Spoken 5	User	They 'll be fresh , okay , that was my question . Um , hmm , so do you all deliver ?
236	Spoken 5	Clerk	Yes , we have <modality> delivery </modality> , and we have <modality> pickup </modality> . Um , pickup is free , and delivery is <numeric> three </numeric> dollars .
237	Spoken 5	User	Okay , um , if someone has an allergy , like , they 're allergic to like , <topping> onions </topping> or something , um , like , you guys are good about that ? Like , uh , you know , you guys will just like , it should be safe ? They 'll be fine ?
238	Spoken 5	Clerk	Um , so would , is the person with the onion allergy , uh , are they planning on eating the <pizza_type> veggie supreme </pizza_type> pizza , or are , are the other pizzas , one of the other pizzas gon na be for them ?
239	Spoken 5	User	They wo n't , yeah , they 're not gon na have with <topping> actual onions </topping> in it but , like , they should n't be worried about like , trace amounts , or like ?
240	Spoken 5	Clerk	Oh , yes .
241	Spoken 5	User	Other pizzas .
242	Spoken 5	Clerk	They should n't be worried . As long as they do n't eat the Veggie Supreme pizza .
243	Spoken 5	User	Okay .
244	Spoken 5	Clerk	Or the vegan pizza , but I do n't think you ordered that one .
245	Spoken 5	User	Okay , um , uh , what else did I need , um , and then could I also get <address> five bread stick and six </address> <pizza_type> cheese </pizza_type> sticks , um , and then four of just , or just like one of each soda I guess , or four of the best sodas ? Do four of the best . Surprise me .
246	Spoken 5	Clerk	Okay , um , and let me just repeat all that back to you too . I just want to make sure we have your order correct . You said five bread sticks , <quant> six </quant> <pizza_type> cheese </pizza_type> sticks , and you 'd like four of the best sodas . So , when you say that , do you want , uh just the ones people order the most often ?
247	Spoken 5	User	Sure , surprise me , yeah . That works .
248	Spoken 5	Clerk	Okay . So a random combination . Um
249	Spoken 5	User	Yeah . Why not , why not ?
250	Spoken 5	Clerk	Um , mineral water , I do n't know if you want that to be included , because it 's not technically a soda .
251	Spoken 5	User	No , no , no .
252	Spoken 5	Clerk	Okay .
253	Spoken 5	User	It 's mineral water , not soda .
254	Spoken 5	Clerk	Okay , so then all of the other beverages each cost 3.50 , so
255	Spoken 5	User	Those are fine , yep .
256	Spoken 5	Clerk	Okay , um , so now , is that everything , or is there more ?
257	Spoken 5	User	Um , that 's good .
258	Spoken 5	Clerk	Okay .
259	Spoken 5	User	No , we 're good .
260	Spoken 5	Clerk	For , for the pizzas , what kind of crust did you want ? We have thin , regular , deep dish , and gluten-free .
261	Spoken 5	User	Um , like what 's the difference ?
262	Spoken 5	Clerk	So , thin is the thinnest crust , um , it 's , it 's very thin . Um , it 's more crunchy than the other crusts . Regular is probably just , you know , like whatever comes to mind when you normally think of pizza , deep dish , is a , an especially thick crust , and uh yeah , and then the gluten-free is regular but it just does n't have any gluten in it .
263	Spoken 5	User	Uh , regular , all of them .
264	Spoken 5	Clerk	Okay , um , so now , I can repeat your whole order back to you , is that okay ?
265	Spoken 5	User	Go for it .
266	Spoken 5	Clerk	Okay , so you wanted one um , <size> large </size> <pizza_type> pepperoni </pizza_type> , <quant> one </quant> <size> small </size> <pizza_type> vegan supreme </pizza_type> , and these are all regular , um , <quant> one </quant> <size> medium </size> <pizza_type> meat lovers </pizza_type> with <topping> extra pineapple </topping> , um , so actually meat lovers does n't have <topping> pineapple </topping> , do you just want me to add <topping> pineapple </topping> to that ?
267	Spoken 5	User	That would be , yeah .
268	Spoken 5	Clerk	Okay .
269	Spoken 5	User	What I asked for .
270	Spoken 5	Clerk	So then , um , <quant> two </quant> <pizza_type> four cheese </pizza_type> , <pizza_type> four cheese </pizza_type> pizzas , and they 're both large , and also regular , and you have <quant> five </quant> <side> bread sticks </side> , <quant> six </quant> <pizza_type> cheese </pizza_type> sticks , and four random drinks , um , that are n't mineral water . Is that everything ?
271	Spoken 5	User	That all sounds fine . It sounds , it sounds like it 'll be good . It 's not my credit card .
272	Spoken 5	Clerk	Okay , um , yeah , so do you want me to tell you your total ?
273	Spoken 5	User	No , I do n't need to know . It 's good .
274	Spoken 5	Clerk	Okay . Um , and , so , did you want this pickup or delivery ?
275	Spoken 5	User	Do you deliver to like , if we had a party , you could just bring it all , I do n't have to come get it ?
276	Spoken 5	Clerk	Do we deliver to where ?
277	Spoken 5	User	Like parties .
278	Spoken 5	Clerk	Oh to parties . Yeah , we deliver anywhere within a five mile radius .
279	Spoken 5	User	If we 're like , like is <numeric> 5.5 </numeric> miles doable ? You know , since it 's such a big order ?
280	Spoken 5	Clerk	Yeah , we , we , we can bend the rules a little bit for that , especially since it 's such a <size> large </size> order , we like to reward our CUSTOMERs .
281	Spoken 5	User	Neat . Well it sounds good . Anything , am I good ? Can I go ? I got stuff to do , you know .
282	Spoken 5	Clerk	And do you want to pay for it now , or later ?
283	Spoken 5	User	Uh , I 'll pay for it later .
284	Spoken 5	Clerk	Okay .
285	Spoken 5	User	Later 's fine .
286	Spoken 5	Clerk	Then , uh , we just need your address .
287	Spoken 5	User	Uh , <address> 123 Elm Street </address> .
288	Spoken 5	Clerk	Okay . That 's <numeric> 123 </numeric> Elm Street ?
289	Spoken 5	User	Yeah .
290	Spoken 5	Clerk	Okay . Thank you for ordering from Tony 's Authentic Italian Pizzeria .
291	Spoken 5	User	Cool . Bye .
292	Spoken 6	Clerk	Hi this is Tony 's Pizza . I 'm Emily I 'm a new employee today and I'm-I 'm an employee in training , how can i help you ?
293	Spoken 6	User	Employee in training I love that oh that 's so good for you okay I 'll go easy on you today . Um I need a <size> large </size> <pizza_type> pepperoni </pizza_type> pizza uh I usually go with thin but like uh but deep dish but I-I could change it up no lets go with <crust> regular </crust> go with <crust> regular </crust> . Um uh <pizza_type> 2 cheese sticks 4 oranges </pizza_type> and
294	Spoken 6	Clerk	Right Hold on hold on hold on what was what was the pizza sorry I 'm just I 'm just new to writing these orders down ( ah right ) and I 'm keeping up today sorry
295	Spoken 6	User	Alright no worries . Um was a oh gosh large -- not <pizza_type> 4 cheese </pizza_type> -- <pizza_type> pepperoni </pizza_type> ! <pizza_type> Large pepperoni </pizza_type> is our usual
296	Spoken 6	Clerk	Okay okay . Um then so what else you said you wanted 4 oranges is that soda ?
297	Spoken 6	User	Yeah , yeah the the the orange soda um
298	Spoken 6	Clerk	Okay okay
299	Spoken 6	Clerk	And then cheese sticks um that 's what you said right not bread sticks ?
300	Spoken 6	User	Oh you know what ? Jeremy 's gon na want bread sticks um , get em for Jeremy . Um 1 of <side> bread sticks eh 2 bread sticks 2 cheese sticks </side>
301	Spoken 6	Clerk	Okay and so bread sticks are 7 dollars um I , I heard that earlier today but I just do n't remember how much the <pizza_type> cheese </pizza_type> sticks cost do you remember ?
302	Spoken 6	User	Uhhh they 're usually ... they 're a little more they 're <numeric> 9 </numeric>
303	Spoken 6	Clerk	Okay okay so so 7 , 7 , 9 and 9 , that 's gon na be , hold on I 'm new to math I this is my first job ever I 'm so sorry
304	Spoken 6	User	Awwwwww take your time
